CloneGroupType,X2,EachGroup_25Percentile,CloneGroupMax,CloneGroupMin,EachGroup_Mean,EachGroup_Median,CloneGroupVariance,EachGroup_SD,X10,ShanonEntropy,NorShanonEntropy,X13,X14
2280,Functions,2.50,10.00,0.00,5.00,5.00,50.00,7.071068,2,1,NaN,NA,NA
2281,Functions,0.50,2.00,0.00,1.00,1.00,2.00,1.414214,2,1,NaN,NA,NA
2282,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
2283,Functions,0.50,2.00,0.00,1.00,1.00,2.00,1.414214,2,1,NaN,NA,NA
2284,Functions,1.25,2.00,1.00,1.50,1.50,0.50,0.7071068,2,1,0.9182958340544896,NA,NA
2285,Functions,2.00,2.00,2.00,2.00,2.00,0.00,0,2,-0,1,NA,NA
2286,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
2287,Functions,3.00,3.00,3.00,3.00,3.00,0.00,0,2,-0,1,NA,NA
2288,Functions,0.50,1.00,0.00,0.67,1.00,0.33,0.5773503,3,0.9182958340544896,NaN,NA,NA
2289,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
2290,Functions,0.50,2.00,0.00,1.00,1.00,2.00,1.414214,2,1,NaN,NA,NA
2291,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
2292,Functions,1.00,3.00,1.00,1.67,1.00,1.33,1.154701,3,0.9182958340544896,0.8649735207179273,NA,NA
2293,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
2294,Functions,3.00,3.00,3.00,3.00,3.00,0.00,0,2,-0,1,NA,NA
2295,Functions,1.00,2.00,0.00,1.33,2.00,1.33,1.154701,3,0.9182958340544896,NaN,NA,NA
2296,Functions,0.25,1.00,0.00,0.50,0.50,0.50,0.7071068,2,1,NaN,NA,NA
2297,Functions,1.75,7.00,0.00,3.50,3.50,24.50,4.949747,2,1,NaN,NA,NA
2298,Functions,0.75,2.00,0.00,1.00,1.00,0.67,0.8164966,4,1.5,NaN,NA,NA
2299,Functions,0.50,74.00,0.00,25.00,1.00,1801.00,42.43819,3,1.584962500721156,NaN,NA,NA
2300,Functions,4.00,4.00,4.00,4.00,4.00,0.00,0,2,-0,1,NA,NA
2301,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
2302,Functions,0.50,10.00,0.00,3.67,1.00,30.33,5.507571,3,1.584962500721156,NaN,NA,NA
2303,Functions,1.25,2.00,1.00,1.50,1.50,0.50,0.7071068,2,1,0.9182958340544896,NA,NA
2304,Functions,2.00,2.00,2.00,2.00,2.00,0.00,0,2,-0,1,NA,NA
2305,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
2306,Functions,1.25,2.00,1.00,1.50,1.50,0.50,0.7071068,2,1,0.9182958340544896,NA,NA
2307,Functions,2.25,3.00,2.00,2.50,2.50,0.50,0.7071068,2,1,0.9709505944546686,NA,NA
2308,Functions,1.50,3.00,1.00,2.00,2.00,2.00,1.414214,2,1,0.8112781244591328,NA,NA
2309,Functions,0.50,2.00,0.00,1.00,1.00,2.00,1.414214,2,1,NaN,NA,NA
2310,Functions,2.25,3.00,2.00,2.50,2.50,0.50,0.7071068,2,1,0.9709505944546686,NA,NA
2311,Functions,4.00,4.00,4.00,4.00,4.00,0.00,0,3,-0,1,NA,NA
2312,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
2313,Functions,0.25,1.00,0.00,0.50,0.50,0.50,0.7071068,2,1,NaN,NA,NA
2314,Functions,3.00,6.00,2.00,4.00,4.00,8.00,2.828427,2,1,0.8112781244591328,NA,NA
2315,Functions,2.00,2.00,2.00,2.00,2.00,0.00,0,3,-0,1,NA,NA
2316,Functions,1.25,2.00,1.00,1.50,1.50,0.50,0.7071068,2,1,0.9182958340544896,NA,NA
2317,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
2318,Functions,1.25,2.00,1.00,1.50,1.50,0.50,0.7071068,2,1,0.9182958340544896,NA,NA
2319,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
2320,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
2321,Functions,0.25,1.00,0.00,0.50,0.50,0.50,0.7071068,2,1,NaN,NA,NA
2322,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,4,-0,1,NA,NA
2323,Functions,1.25,2.00,1.00,1.50,1.50,0.50,0.7071068,2,1,0.9182958340544896,NA,NA
2324,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
2325,Functions,20.00,68.00,4.00,36.00,36.00,2048.00,45.25483,2,1,0.3095434291503252,NA,NA
2326,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
2327,Functions,1.00,3.00,1.00,1.67,1.00,1.33,1.154701,3,0.9182958340544896,0.8649735207179273,NA,NA
2328,Functions,2.50,4.00,2.00,3.00,3.00,2.00,1.414214,2,1,0.9182958340544896,NA,NA
2329,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
2330,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
2331,Functions,2.25,3.00,2.00,2.50,2.50,0.50,0.7071068,2,1,0.9709505944546686,NA,NA
2332,Functions,0.25,1.00,0.00,0.50,0.50,0.50,0.7071068,2,1,NaN,NA,NA
2333,Functions,0.25,1.00,0.00,0.50,0.50,0.50,0.7071068,2,1,NaN,NA,NA
2334,Functions,0.00,12.00,0.00,4.00,0.00,48.00,6.928203,3,0.9182958340544896,NaN,NA,NA
2335,Functions,1.25,2.00,1.00,1.50,1.50,0.50,0.7071068,2,1,0.9182958340544896,NA,NA
2336,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
2337,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
2338,Functions,2.00,2.00,2.00,2.00,2.00,0.00,0,2,-0,1,NA,NA
2339,Functions,4.00,4.00,4.00,4.00,4.00,0.00,0,2,-0,1,NA,NA
2340,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
2341,Functions,1.25,2.00,1.00,1.50,1.50,0.50,0.7071068,2,1,0.9182958340544896,NA,NA
2342,Functions,0.25,1.00,0.00,0.50,0.50,0.50,0.7071068,2,1,NaN,NA,NA
2343,Functions,2.50,4.00,2.00,3.00,3.00,2.00,1.414214,2,1,0.9182958340544896,NA,NA
2344,Functions,0.25,1.00,0.00,0.50,0.50,0.50,0.7071068,2,1,NaN,NA,NA
2345,Functions,0.25,1.00,0.00,0.50,0.50,0.50,0.7071068,2,1,NaN,NA,NA
2346,Functions,1.50,6.00,0.00,3.00,3.00,18.00,4.242641,2,1,NaN,NA,NA
2347,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
2348,Functions,2.00,2.00,2.00,2.00,2.00,0.00,0,3,-0,1,NA,NA
2349,Functions,0.50,2.00,0.00,1.00,1.00,2.00,1.414214,2,1,NaN,NA,NA
2350,Functions,0.25,1.00,0.00,0.50,0.50,0.50,0.7071068,2,1,NaN,NA,NA
2351,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
2352,Functions,29.75,119.00,0.00,59.50,59.50,7080.50,84.14571,2,1,NaN,NA,NA
2353,Functions,3.00,3.00,3.00,3.00,3.00,0.00,0,2,-0,1,NA,NA
2354,Functions,2.75,8.00,1.00,4.50,4.50,24.50,4.949747,2,1,0.5032583347756457,NA,NA
2355,Functions,2.00,2.00,2.00,2.00,2.00,0.00,0,2,-0,1,NA,NA
2356,Functions,5.25,15.00,2.00,8.50,8.50,84.50,9.192388,2,1,0.5225593745369408,NA,NA
2357,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
2358,Functions,0.25,1.00,0.00,0.50,0.50,0.50,0.7071068,2,1,NaN,NA,NA
2359,Functions,2.50,7.00,1.00,4.00,4.00,18.00,4.242641,2,1,0.5435644431995964,NA,NA
2360,Functions,2.00,5.00,1.00,3.00,3.00,8.00,2.828427,2,1,0.6500224216483541,NA,NA
2361,Functions,5.00,5.00,5.00,5.00,5.00,0.00,0,2,-0,1,NA,NA
2362,Functions,5.00,5.00,5.00,5.00,5.00,0.00,0,3,-0,1,NA,NA
2363,Functions,0.25,1.00,0.00,0.50,0.50,0.50,0.7071068,2,1,NaN,NA,NA
2364,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
2365,Functions,4.00,4.00,4.00,4.00,4.00,0.00,0,2,-0,1,NA,NA
2366,Functions,0.50,2.00,0.00,1.00,1.00,2.00,1.414214,2,1,NaN,NA,NA
2367,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
2368,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,3,-0,1,NA,NA
2369,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
2370,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
2371,Functions,0.50,1.00,0.00,0.67,1.00,0.33,0.5773503,3,0.9182958340544896,NaN,NA,NA
2372,Functions,0.25,1.00,0.00,0.50,0.50,0.50,0.7071068,2,1,NaN,NA,NA
2373,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
2374,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
2375,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
2376,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
2377,Functions,0.75,3.00,0.00,1.50,1.50,4.50,2.12132,2,1,NaN,NA,NA
2378,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,3,-0,1,NA,NA
2379,Functions,1.00,2.00,0.00,1.33,2.00,1.33,1.154701,3,0.9182958340544896,NaN,NA,NA
2380,Functions,0.50,2.00,0.00,1.00,1.00,2.00,1.414214,2,1,NaN,NA,NA
2381,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
2382,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
2383,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
2384,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
2385,Functions,1.75,4.00,1.00,2.50,2.50,4.50,2.12132,2,1,0.7219280948873623,NA,NA
2386,Functions,5.25,9.00,4.00,6.50,6.50,12.50,3.535534,2,1,0.8904916402194913,NA,NA
2387,Functions,1.50,3.00,1.00,2.00,2.00,2.00,1.414214,2,1,0.8112781244591328,NA,NA
2388,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
2389,Functions,0.50,4.00,0.00,1.67,1.00,4.33,2.081666,3,1.584962500721156,NaN,NA,NA
2390,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
2391,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
2392,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
2393,Functions,1.50,3.00,1.00,2.00,2.00,2.00,1.414214,2,1,0.8112781244591328,NA,NA
2394,Functions,1.75,4.00,1.00,2.50,2.50,4.50,2.12132,2,1,0.7219280948873623,NA,NA
2395,Functions,0.00,1.00,0.00,0.20,0.00,0.20,0.4472136,5,0.7219280948873623,NaN,NA,NA
2396,Functions,3.00,3.00,3.00,3.00,3.00,0.00,0,2,-0,1,NA,NA
2397,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
2398,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
2399,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,4,-0,1,NA,NA
2400,Functions,24.25,85.00,4.00,44.50,44.50,3280.50,57.27565,2,1,0.26451736836297474,NA,NA
2401,Functions,0.25,1.00,0.00,0.50,0.50,0.50,0.7071068,2,1,NaN,NA,NA
2402,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
2403,Functions,0.50,2.00,0.00,1.00,1.00,2.00,1.414214,2,1,NaN,NA,NA
2404,Functions,-1.00,1.00,-1.00,0.00,0.00,1.33,1.154701,4,1,NaN,NA,NA
2405,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
2406,Functions,0.25,1.00,0.00,0.50,0.50,0.50,0.7071068,2,1,NaN,NA,NA
2407,Functions,4.00,13.00,1.00,7.00,7.00,72.00,8.485281,2,1,0.37123232664087563,NA,NA
2408,Functions,0.50,1.00,0.00,0.67,1.00,0.33,0.5773503,3,0.9182958340544896,NaN,NA,NA
2409,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,3,-0,NaN,NA,NA
2410,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
2411,Functions,0.50,2.00,0.00,1.00,1.00,2.00,1.414214,2,1,NaN,NA,NA
2412,Functions,2.75,11.00,0.00,5.50,5.50,60.50,7.778175,2,1,NaN,NA,NA
2413,Functions,2.75,5.00,2.00,3.50,3.50,4.50,2.12132,2,1,0.863120568566631,NA,NA
2414,Functions,2.00,2.00,2.00,2.00,2.00,0.00,0,2,-0,1,NA,NA
2415,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
2416,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
2417,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
2418,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
2419,Functions,0.25,1.00,0.00,0.50,0.50,0.50,0.7071068,2,1,NaN,NA,NA
2420,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
2421,Functions,9.75,27.00,4.00,15.50,15.50,264.50,16.26346,2,1,0.5547781633412736,NA,NA
2422,Functions,9.75,27.00,4.00,15.50,15.50,264.50,16.26346,2,1,0.5547781633412736,NA,NA
2423,Functions,3.50,5.00,3.00,4.00,4.00,2.00,1.414214,2,1,0.954434002924965,NA,NA
2424,Functions,0.25,1.00,0.00,0.50,0.50,0.50,0.7071068,2,1,NaN,NA,NA
2425,Functions,2.00,2.00,2.00,2.00,2.00,0.00,0,2,-0,1,NA,NA
2426,Functions,11.00,11.00,11.00,11.00,11.00,0.00,0,2,-0,1,NA,NA
2427,Functions,24.25,91.00,2.00,46.50,46.50,3960.50,62.9325,2,1,0.14981136747274792,NA,NA
2428,Functions,1.25,2.00,1.00,1.50,1.50,0.50,0.7071068,2,1,0.9182958340544896,NA,NA
2429,Functions,5.00,5.00,5.00,5.00,5.00,0.00,0,2,-0,1,NA,NA
2430,Functions,5.00,5.00,5.00,5.00,5.00,0.00,0,2,-0,1,NA,NA
2431,Functions,0.25,1.00,0.00,0.50,0.50,0.50,0.7071068,2,1,NaN,NA,NA
2432,Functions,22.00,22.00,22.00,22.00,22.00,0.00,0,2,-0,1,NA,NA
2433,Functions,1.25,2.00,1.00,1.50,1.50,0.50,0.7071068,2,1,0.9182958340544896,NA,NA
2434,Functions,2.00,2.00,2.00,2.00,2.00,0.00,0,2,-0,1,NA,NA
2435,Functions,0.75,3.00,0.00,1.50,1.50,1.67,1.290994,4,2,NaN,NA,NA
2436,Functions,1.50,3.00,0.00,2.00,3.00,3.00,1.732051,3,0.9182958340544896,NaN,NA,NA
2437,Functions,0.25,1.00,0.00,0.50,0.50,0.50,0.7071068,2,1,NaN,NA,NA
2438,Functions,2.00,2.00,2.00,2.00,2.00,0.00,0,2,-0,1,NA,NA
2439,Functions,6.50,23.00,1.00,12.00,12.00,242.00,15.55635,2,1,0.24988229283318544,NA,NA
2440,Functions,3.25,13.00,0.00,6.50,6.50,84.50,9.192388,2,1,NaN,NA,NA
2441,Functions,3.50,8.00,2.00,5.00,5.00,18.00,4.242641,2,1,0.7219280948873623,NA,NA
2442,Functions,5.50,13.00,3.00,8.00,8.00,50.00,7.071068,2,1,0.6962122601251458,NA,NA
2443,Functions,37.00,37.00,37.00,37.00,37.00,0.00,0,2,-0,1,NA,NA
2444,Functions,15.00,15.00,15.00,15.00,15.00,0.00,0,2,-0,1,NA,NA
2445,Functions,0.50,2.00,0.00,1.00,1.00,2.00,1.414214,2,1,NaN,NA,NA
2446,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,3,-0,1,NA,NA
2447,Functions,15.25,58.00,1.00,29.50,29.50,1624.50,40.30509,2,1,0.12394986771100759,NA,NA
2448,Functions,6.75,18.00,3.00,10.50,10.50,112.50,10.6066,2,1,0.5916727785823275,NA,NA
2449,Functions,7.50,13.00,4.00,9.33,11.00,22.33,4.725816,3,1.584962500721156,0.9113887024899271,NA,NA
2450,Functions,0.25,1.00,0.00,0.50,0.50,0.50,0.7071068,2,1,NaN,NA,NA
2451,Functions,24.00,24.00,24.00,24.00,24.00,0.00,0,2,-0,1,NA,NA
2452,Functions,35.75,140.00,1.00,70.50,70.50,9660.50,98.28784,2,1,0.060830626354146024,NA,NA
2453,Functions,4.00,4.00,4.00,4.00,4.00,0.00,0,2,-0,1,NA,NA
2454,Functions,120.25,445.00,12.00,228.50,228.50,93744.50,306.1772,2,1,0.17526495240253995,NA,NA
2455,Functions,2.25,3.00,2.00,2.50,2.50,0.50,0.7071068,2,1,0.9709505944546686,NA,NA
2456,Functions,28.50,115.00,3.00,57.33,54.00,3144.33,56.07436,3,1.584962500721156,0.6403473681030858,NA,NA
2457,Functions,8.00,14.00,6.00,10.00,10.00,32.00,5.656854,2,1,0.8812908992306927,NA,NA
2458,Functions,2.50,4.00,2.00,3.00,3.00,2.00,1.414214,2,1,0.9182958340544896,NA,NA
2459,Functions,16.50,63.00,1.00,32.00,32.00,1922.00,43.84062,2,1,0.11611507530476972,NA,NA
2460,Functions,2.25,3.00,2.00,2.50,2.50,0.50,0.7071068,2,1,0.9709505944546686,NA,NA
2461,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
2462,Functions,1.25,2.00,1.00,1.50,1.50,0.50,0.7071068,2,1,0.9182958340544896,NA,NA
2463,Functions,1.25,2.00,1.00,1.50,1.50,0.50,0.7071068,2,1,0.9182958340544896,NA,NA
2464,Functions,1.00,4.00,0.00,2.00,2.00,8.00,2.828427,2,1,NaN,NA,NA
2465,Functions,5.00,8.00,2.00,6.00,8.00,12.00,3.464102,3,0.9182958340544896,0.8783471047618534,NA,NA
2466,Functions,7.50,9.00,7.00,8.00,8.00,2.00,1.414214,2,1,0.98869940828849745,NA,NA
2467,Functions,1.50,3.00,1.00,2.00,2.00,2.00,1.414214,2,1,0.8112781244591328,NA,NA
2468,Functions,4.50,9.00,4.00,6.00,5.00,7.00,2.645751,3,1.584962500721156,0.9435794406736079,NA,NA
2469,Functions,2.00,2.00,2.00,2.00,2.00,0.00,0,2,-0,1,NA,NA
2470,Functions,24.00,24.00,24.00,24.00,24.00,0.00,0,2,-0,1,NA,NA
2471,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
2472,Functions,2.00,16.00,0.00,6.67,4.00,69.33,8.326664,3,1.584962500721156,NaN,NA,NA
2473,Functions,1.50,3.00,1.00,2.00,2.00,2.00,1.414214,2,1,0.8112781244591328,NA,NA
2474,Functions,4.00,4.00,4.00,4.00,4.00,0.00,0,2,-0,1,NA,NA
2475,Functions,0.25,1.00,0.00,0.50,0.50,0.50,0.7071068,2,1,NaN,NA,NA
2476,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
2477,Functions,0.25,1.00,0.00,0.50,0.50,0.50,0.7071068,2,1,NaN,NA,NA
2478,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
2479,Functions,3.50,14.00,0.00,7.00,7.00,98.00,9.899495,2,1,NaN,NA,NA
2480,Functions,0.50,6.00,0.00,2.33,1.00,10.33,3.21455,3,1.584962500721156,NaN,NA,NA
2481,Functions,0.25,1.00,0.00,0.50,0.50,0.50,0.7071068,2,1,NaN,NA,NA
2482,Functions,6.75,27.00,0.00,13.50,13.50,364.50,19.09188,2,1,NaN,NA,NA
2483,Functions,6.75,27.00,0.00,13.50,13.50,364.50,19.09188,2,1,NaN,NA,NA
2484,Functions,6.75,27.00,0.00,13.50,13.50,364.50,19.09188,2,1,NaN,NA,NA
2485,Functions,0.25,1.00,0.00,0.50,0.50,0.50,0.7071068,2,1,NaN,NA,NA
2486,Functions,0.25,1.00,0.00,0.50,0.50,0.50,0.7071068,2,1,NaN,NA,NA
2487,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
2488,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
2489,Functions,0.25,1.00,0.00,0.50,0.50,0.50,0.7071068,2,1,NaN,NA,NA
2490,Functions,1.00,4.00,0.00,2.00,2.00,8.00,2.828427,2,1,NaN,NA,NA
2491,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
2492,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
2493,Functions,0.50,2.00,0.00,1.00,1.00,2.00,1.414214,2,1,NaN,NA,NA
2494,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
2495,Functions,0.50,1.00,0.00,0.67,1.00,0.33,0.5773503,3,0.9182958340544896,NaN,NA,NA
2496,Functions,-0.75,0.00,-1.00,-0.50,-0.50,0.50,0.7071068,2,1,NaN,NA,NA
2497,Functions,0.25,1.00,0.00,0.50,0.50,0.50,0.7071068,2,1,NaN,NA,NA
2498,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,3,-0,NaN,NA,NA
2499,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,3,-0,1,NA,NA
2500,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
2501,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
2502,Functions,2.00,2.00,2.00,2.00,2.00,0.00,0,2,-0,1,NA,NA
2503,Functions,2.00,2.00,2.00,2.00,2.00,0.00,0,2,-0,1,NA,NA
2504,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
2505,Functions,0.50,2.00,0.00,1.00,1.00,2.00,1.414214,2,1,NaN,NA,NA
2506,Functions,1.25,2.00,1.00,1.50,1.50,0.50,0.7071068,2,1,0.9182958340544896,NA,NA
2507,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
2508,Functions,1.00,4.00,0.00,2.00,2.00,8.00,2.828427,2,1,NaN,NA,NA
2509,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,3,-0,1,NA,NA
2510,Functions,0.50,2.00,0.00,1.00,1.00,2.00,1.414214,2,1,NaN,NA,NA
2511,Functions,3.00,3.00,3.00,3.00,3.00,0.00,0,2,-0,1,NA,NA
2512,Functions,3.00,3.00,3.00,3.00,3.00,0.00,0,2,-0,1,NA,NA
2513,Functions,2.50,4.00,2.00,3.00,3.00,1.00,1,3,1.584962500721156,0.9656336071428252,NA,NA
2514,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
2515,Functions,0.25,1.00,0.00,0.50,0.50,0.50,0.7071068,2,1,NaN,NA,NA
2516,Functions,0.25,1.00,0.00,0.50,0.50,0.50,0.7071068,2,1,NaN,NA,NA
2517,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
2518,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
2519,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
2520,Functions,5.00,5.00,5.00,5.00,5.00,0.00,0,2,-0,1,NA,NA
2521,Functions,0.25,1.00,0.00,0.50,0.50,0.50,0.7071068,2,1,NaN,NA,NA
2522,Functions,0.25,1.00,0.00,0.50,0.50,0.50,0.7071068,2,1,NaN,NA,NA
2523,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
2524,Functions,0.50,2.00,0.00,1.00,1.00,2.00,1.414214,2,1,NaN,NA,NA
2525,Functions,1.50,3.00,1.00,2.00,2.00,1.00,1,3,1.584962500721156,0.9206198357143051,NA,NA
2526,Functions,0.50,1.00,0.00,0.67,1.00,0.33,0.5773503,3,0.9182958340544896,NaN,NA,NA
2527,Functions,0.25,1.00,0.00,0.50,0.50,0.50,0.7071068,2,1,NaN,NA,NA
2528,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
2529,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
2530,Functions,0.25,1.00,0.00,0.50,0.50,0.50,0.7071068,2,1,NaN,NA,NA
2531,Functions,2.00,2.00,2.00,2.00,2.00,0.00,0,2,-0,1,NA,NA
2532,Functions,2.00,2.00,2.00,2.00,2.00,0.00,0,2,-0,1,NA,NA
2533,Functions,0.75,3.00,0.00,1.50,1.50,4.50,2.12132,2,1,NaN,NA,NA
2534,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
2535,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
2536,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
2537,Functions,1.25,2.00,1.00,1.50,1.50,0.50,0.7071068,2,1,0.9182958340544896,NA,NA
2538,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
2539,Functions,1.00,6.00,1.00,2.67,1.00,8.33,2.886751,3,0.9182958340544896,0.6695919455357793,NA,NA
2540,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
2541,Functions,1.50,3.00,1.00,2.00,2.00,2.00,1.414214,2,1,0.8112781244591328,NA,NA
2542,Functions,1.50,3.00,1.00,2.00,2.00,2.00,1.414214,2,1,0.8112781244591328,NA,NA
2543,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
2544,Functions,2.50,7.00,1.00,4.00,4.00,18.00,4.242641,2,1,0.5435644431995964,NA,NA
2545,Functions,0.25,1.00,0.00,0.50,0.50,0.50,0.7071068,2,1,NaN,NA,NA
2546,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
2547,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
2548,Functions,3.25,4.00,3.00,3.50,3.50,0.50,0.7071068,2,1,0.9852281360342515,NA,NA
2549,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
2550,Functions,0.50,2.00,0.00,1.00,1.00,2.00,1.414214,2,1,NaN,NA,NA
2551,Functions,0.75,3.00,0.00,1.50,1.50,4.50,2.12132,2,1,NaN,NA,NA
2552,Functions,1.50,3.00,1.00,2.00,2.00,2.00,1.414214,2,1,0.8112781244591328,NA,NA
2553,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
