PostId,UserId,PostId,VoteTypeId
18830159,328605,18830159,2
18830159,328605,18830159,2
18830159,328605,18830159,2
18830159,328605,18830159,2
18831774,418556,18831774,2
18831774,418556,18831774,2
18831774,418556,18831774,2
18831774,418556,18831774,2
18831774,418556,18831774,2
18831774,418556,18831774,2
18837930,992484,18837930,2
18837930,992484,18837930,2
18837930,992484,18837930,2
18837930,992484,18837930,2
18837930,992484,18837930,2
18837930,992484,18837930,2
18837930,992484,18837930,2
18837930,992484,18837930,2
18837930,992484,18837930,2
18837930,992484,18837930,2
18837930,992484,18837930,2
18837930,992484,18837930,2
18837930,992484,18837930,2
18837930,992484,18837930,2
18837930,992484,18837930,2
18837930,992484,18837930,2
18837930,992484,18837930,2
18837930,992484,18837930,2
18837930,992484,18837930,2
18837930,992484,18837930,2
18837930,992484,18837930,2
18837930,992484,18837930,2
18837930,992484,18837930,2
18837930,992484,18837930,2
18837930,992484,18837930,2
18837930,992484,18837930,2
18837930,992484,18837930,2
18837930,992484,18837930,2
18837930,992484,18837930,2
18837930,992484,18837930,2
18837930,992484,18837930,2
18837930,992484,18837930,2
18837930,992484,18837930,2
18837930,992484,18837930,2
18837930,992484,18837930,2
18838691,67579,18838691,2
18838691,67579,18838691,2
18838691,67579,18838691,2
18838691,67579,18838691,2
18838691,67579,18838691,2
18838691,67579,18838691,2
18838691,67579,18838691,2
18838691,67579,18838691,2
18839956,992484,18839956,2
18839956,992484,18839956,2
18839956,992484,18839956,2
18839956,992484,18839956,2
18839956,992484,18839956,2
18839956,992484,18839956,2
18840201,992484,18840201,2
18840201,992484,18840201,2
18840201,992484,18840201,2
18840201,992484,18840201,2
18840201,992484,18840201,2
18840201,992484,18840201,2
18840201,992484,18840201,2
18840201,992484,18840201,2
18840201,992484,18840201,2
18842437,892994,18842437,2
18842437,892994,18842437,2
18842437,892994,18842437,2
18842437,892994,18842437,2
18843020,1169798,18843020,2
18843020,1169798,18843020,2
18843020,1169798,18843020,2
18843020,1169798,18843020,2
18843020,1169798,18843020,2
18843020,1169798,18843020,2
18846787,1166447,18846787,2
18852030,1139214,18852030,2
18858018,954358,18858018,2
18858018,954358,18858018,2
18858018,954358,18858018,2
18858018,954358,18858018,2
18858018,954358,18858018,2
18858018,954358,18858018,2
18858018,954358,18858018,2
18858018,954358,18858018,2
18858018,954358,18858018,3
18858018,954358,18858018,2
18858018,954358,18858018,2
18858018,954358,18858018,2
18858018,954358,18858018,2
18858018,954358,18858018,2
18858018,954358,18858018,2
18858018,954358,18858018,2
18858018,954358,18858018,2
18858018,954358,18858018,2
18858018,954358,18858018,2
18858018,954358,18858018,2
18858018,954358,18858018,2
18858018,954358,18858018,2
18858018,954358,18858018,2
18858018,954358,18858018,2
18858018,954358,18858018,2
18858018,954358,18858018,2
18858018,954358,18858018,2
18858018,954358,18858018,2
18858018,954358,18858018,2
18858018,954358,18858018,2
18858313,418556,18858313,2
18858313,418556,18858313,2
18858313,418556,18858313,2
18858313,418556,18858313,2
18858313,418556,18858313,2
18858313,418556,18858313,2
18858313,418556,18858313,2
18858313,418556,18858313,2
18858313,418556,18858313,2
18858313,418556,18858313,2
18858313,418556,18858313,2
18858313,418556,18858313,2
18858313,418556,18858313,2
18858313,418556,18858313,2
18861066,1283845,18861066,2
18861066,1283845,18861066,2
18861066,1283845,18861066,2
18861066,1283845,18861066,2
18867896,2078099,18867896,2
18871332,1679863,18871332,2
18871332,1679863,18871332,2
18871332,1679863,18871332,2
18871332,1679863,18871332,2
18871332,1679863,18871332,2
18871332,1679863,18871332,2
18871332,1679863,18871332,2
18871332,1679863,18871332,2
18871332,1679863,18871332,2
18871332,1679863,18871332,2
18871332,1679863,18871332,2
18871332,1679863,18871332,2
18871332,1679863,18871332,2
18873931,1305253,18873931,2
18873931,1305253,18873931,2
18873931,1305253,18873931,2
18873931,1305253,18873931,2
18876760,577181,18876760,2
18879846,1678858,18879846,2
18879846,1678858,18879846,2
18879846,1678858,18879846,2
18879846,1678858,18879846,2
18879846,1678858,18879846,2
18879846,1678858,18879846,2
18879846,1678858,18879846,2
18879846,1678858,18879846,2
18880283,1393766,18880283,2
18880283,1393766,18880283,2
18880283,1393766,18880283,2
18882601,992484,18882601,2
18882601,992484,18882601,2
18882601,992484,18882601,2
18882601,992484,18882601,2
18882601,992484,18882601,2
18882601,992484,18882601,2
18882900,143295,18882900,2
18882900,143295,18882900,2
18882900,143295,18882900,2
18882900,143295,18882900,2
18882900,143295,18882900,2
18884771,2744515,18884771,2
18884771,2744515,18884771,2
18884771,2744515,18884771,2
18885071,121747,18885071,2
18885071,121747,18885071,2
18885071,121747,18885071,2
18885071,121747,18885071,2
18885071,121747,18885071,2
18885071,121747,18885071,2
18885071,121747,18885071,2
18885071,121747,18885071,2
18885071,121747,18885071,2
18885346,992484,18885346,2
18885346,992484,18885346,2
18885346,992484,18885346,2
18885346,992484,18885346,2
18885346,992484,18885346,2
18885346,992484,18885346,2
18890239,992484,18890239,2
18890239,992484,18890239,2
18890239,992484,18890239,2
18890239,992484,18890239,2
18893527,2123487,18893527,2
18893527,2123487,18893527,2
18893527,2123487,18893527,2
18893527,2123487,18893527,2
18893527,2123487,18893527,2
18893527,2123487,18893527,2
18901485,1155209,18901485,2
18901485,1155209,18901485,2
18901485,1155209,18901485,2
18901485,1155209,18901485,2
18901485,1155209,18901485,2
18901485,1155209,18901485,2
18901485,1155209,18901485,2
18901485,1155209,18901485,2
18901485,1155209,18901485,2
18903154,1657028,18903154,2
18903154,1657028,18903154,2
18907517,1079354,18907517,2
18907517,1079354,18907517,2
18907517,1079354,18907517,2
18907517,1079354,18907517,2
18907517,1079354,18907517,2
