UserId,VoteTypeId,Percentile25,minValue,CloneGroupMax,EachGroup_Mean,EachGroup_Median,CloneGroupVariance,EachGroup_SD,elementNo
1400711,Downvotes,1,1,1,1,1,0,0,2
1381216,Downvotes,12,12,12,12,12,0,0,1
639753,Downvotes,2,2,6,3.333333,2,5.333333,2.309401,3
275097,Downvotes,12,12,12,12,12,0,0,1
96100,Downvotes,1,1,12,6,5.5,34,5.830952,4
617302,Downvotes,1,1,1,1,1,0,0,1
1357811,Downvotes,35,35,35,35,35,0,0,1
1031887,Downvotes,2,2,2,2,2,0,0,1
1404881,Downvotes,6,6,6,6,6,0,0,1
1285418,Downvotes,3,3,3,3,3,0,0,1
1384984,Downvotes,1.25,1,2,1.5,1.5,0.5,0.7071068,2
124891,Downvotes,2,2,2,2,2,0,0,1
974442,Downvotes,7,7,7,7,7,0,0,1
214010,Downvotes,1,1,1,1,1,0,0,1
1268895,Downvotes,7,7,7,7,7,0,0,1
1286723,Downvotes,4,4,4,4,4,0,0,1
1331415,Downvotes,1.75,1,6,3,2.5,4.666667,2.160247,4
927034,Downvotes,1,1,1,1,1,0,0,1
839646,Downvotes,12,12,12,12,12,0,0,1
1397268,Downvotes,4,4,4,4,4,0,0,1
767881,Downvotes,123,123,123,123,123,0,0,1
1424329,Downvotes,1,1,1,1,1,0,0,1
1170231,Downvotes,5,5,5,5,5,0,0,1
829571,Downvotes,2,1,86,8.538462,4,268.1785,16.37616,26
1246145,Downvotes,2,2,2,2,2,0,0,1
1089756,Downvotes,2,2,2,2,2,0,0,1
1420839,Downvotes,2,2,2,2,2,0,0,1
1126097,Downvotes,1,1,1,1,1,0,0,1
1043882,Downvotes,4,4,4,4,4,0,0,1
552521,Downvotes,10,10,10,10,10,0,0,1
1057797,Downvotes,4,4,4,4,4,0,0,1
1344008,Downvotes,3,3,3,3,3,0,0,1
1202025,Downvotes,1,1,12,3,2,13.71429,3.70328,8
620053,Downvotes,11,11,11,11,11,0,0,1
1161878,Downvotes,2.5,2,4,3,3,1,1,3
381995,Downvotes,1,1,1,1,1,0,0,1
530933,Downvotes,1,1,1,1,1,0,0,1
786935,Downvotes,10.75,2,37,19.5,19.5,612.5,24.74874,2
1429960,Downvotes,1,1,1,1,1,0,0,1
996493,Downvotes,2.5,1,35,10.5,3,267.6667,16.36052,4
758104,Downvotes,6.75,1,24,12.5,12.5,264.5,16.26346,2
946328,Downvotes,4,4,4,4,4,0,0,1
1434863,Downvotes,8,8,8,8,8,0,0,1
939964,Downvotes,2,2,2,2,2,0,0,1
1247781,Downvotes,213,213,213,213,213,0,0,1
1298679,Downvotes,1,1,1,1,1,0,0,1
1448047,Downvotes,5,5,5,5,5,0,0,1
1437402,Downvotes,3,3,3,3,3,0,0,1
80779,Downvotes,1.25,1,2,1.5,1.5,0.5,0.7071068,2
1440842,Downvotes,1,1,1,1,1,0,0,1
1417974,Downvotes,4,4,4,4,4,0,0,1
571113,Downvotes,2,2,2,2,2,0,0,1
1133011,Downvotes,3,1,336,12.21918,4,1571.951,39.64784,73
637858,Downvotes,8,8,8,8,8,0,0,1
1277462,Downvotes,24,12,60,36,36,1152,33.94113,2
788324,Downvotes,3,3,3,3,3,0,0,1
412763,Downvotes,5.25,1,18,9.5,9.5,144.5,12.02082,2
367391,Downvotes,3,3,3,3,3,0,0,1
578244,Downvotes,6,6,6,6,6,0,0,1
1001027,Downvotes,4,2,12,6,6,14,3.741657,5
1327899,Downvotes,1,1,12,4.666667,1,40.33333,6.350853,3
441352,Downvotes,5,5,5,5,5,0,0,1
942391,Downvotes,5,5,5,5,5,0,0,2
1169798,Downvotes,2.5,1,6,3.666667,4,6.333333,2.516611,3
970612,Downvotes,1,1,1,1,1,0,0,1
844882,Downvotes,7,7,7,7,7,0,0,1
1398296,Downvotes,2,2,2,2,2,0,0,1
214149,Downvotes,1,1,1,1,1,0,0,1
212589,Downvotes,1.25,1,2,1.5,1.5,0.5,0.7071068,2
582571,Downvotes,2,2,2,2,2,0,0,1
1064728,Downvotes,1,1,1,1,1,0,0,1
1308134,Downvotes,5,5,5,5,5,0,0,1
300257,Downvotes,1,1,8,2.444444,2,3.564103,1.887883,27
603003,Downvotes,4,4,4,4,4,0,0,1
871012,Downvotes,2,2,2,2,2,0,0,1
950252,Downvotes,2,2,2,2,2,0,0,1
985906,Downvotes,4,4,8,5.333333,4,5.333333,2.309401,3
1273080,Downvotes,5,2,38,13.5,7,273,16.52271,4
40013,Downvotes,120,120,120,120,120,0,0,1
1293744,Downvotes,1,1,10,3.125,1,13.55357,3.681518,8
1469173,Downvotes,1,1,1,1,1,0,0,1
69083,Downvotes,3,3,3,3,3,0,0,2
235710,Downvotes,8.25,7,12,9.5,9.5,12.5,3.535534,2
682495,Downvotes,1,1,39,8.375,1.5,179.9821,13.41574,8
1489250,Downvotes,1,1,1,1,1,0,0,1
1024796,Downvotes,4,4,4,4,4,0,0,1
1465623,Downvotes,2,2,6,3.333333,2,5.333333,2.309401,3
3340,Downvotes,29,2,110,56,56,5832,76.36753,2
435003,Downvotes,1,1,1,1,1,0,0,1
534150,Downvotes,9,9,9,9,9,0,0,1
275567,Downvotes,6,6,6,6,6,0,0,1
446049,Downvotes,84,84,84,84,84,0,0,1
881739,Downvotes,1,1,1,1,1,0,0,1
1010868,Downvotes,4,4,4,4,4,0,0,1
980442,Downvotes,54,54,54,54,54,0,0,1
80860,Downvotes,78,78,78,78,78,0,0,1
282968,Downvotes,2,2,2,2,2,0,0,1
1436931,Downvotes,1,1,1,1,1,0,0,1
1016891,Downvotes,3,3,3,3,3,0,0,1
166589,Downvotes,1.25,1,170,33.16667,3,4552.567,67.47271,6
1473663,Downvotes,3,3,3,3,3,0,0,1
329567,Downvotes,7,7,7,7,7,0,0,1
1028269,Downvotes,8,8,8,8,8,0,0,1
1103530,Downvotes,3,3,3,3,3,0,0,1
3640269,Downvotes,2,2,2,2,2,0,0,1
1315447,Downvotes,1.25,1,2,1.5,1.5,0.5,0.7071068,2
872501,Downvotes,13,13,13,13,13,0,0,1
1267329,Downvotes,32,32,32,32,32,0,0,1
863543,Downvotes,2,2,2,2,2,0,0,1
474193,Downvotes,2.5,1,16,7.25,6,45.58333,6.751543,4
1283845,Downvotes,1.5,1,9,3.857143,3,9.47619,3.078342,7
1387157,Downvotes,3.5,2,12,6.333333,5,26.33333,5.131601,3
1033896,Downvotes,24,24,24,24,24,0,0,1
1300995,Downvotes,26.5,24,34,29,29,50,7.071068,2
453590,Downvotes,4,4,4,4,4,0,0,1
1268570,Downvotes,1,1,1,1,1,0,0,1
1072647,Downvotes,3.75,1,12,6.5,6.5,60.5,7.778175,2
1065197,Downvotes,3,1,11,4.181818,4,6.155844,2.481097,22
871026,Downvotes,2,2,6,3.3,3.5,1.788889,1.337494,10
548568,Downvotes,1,1,1,1,1,0,0,1
1494845,Downvotes,1,1,1,1,1,0,0,1
904692,Downvotes,2.25,1,6,3.5,3.5,12.5,3.535534,2
887149,Downvotes,1,1,1,1,1,0,0,1
1356423,Downvotes,3.75,1,12,6.5,6.5,60.5,7.778175,2
1512950,Downvotes,4,4,4,4,4,0,0,1
778118,Downvotes,1.25,1,2,1.5,1.5,0.5,0.7071068,2
1230123,Downvotes,3,3,3,3,3,0,0,1
263525,Downvotes,4.5,3,9,6,6,18,4.242641,2
181144,Downvotes,2,2,2,2,2,0,0,1
1482726,Downvotes,2.25,1,6,3.5,3.5,12.5,3.535534,2
574801,Downvotes,3,3,3,3,3,0,0,1
1011995,Downvotes,11,6,20,14,16,52,7.211103,3
1500563,Downvotes,1,1,1,1,1,0,0,2
658718,Downvotes,5,5,5,5,5,0,0,1
813420,Downvotes,1,1,1,1,1,0,0,1
992484,Downvotes,2,1,114,6.528979,4,69.99893,8.366536,1087
1175327,Downvotes,2,2,2,2,2,0,0,1
775523,Downvotes,3,3,3,3,3,0,0,1
1496362,Downvotes,1.25,1,2,1.5,1.5,0.5,0.7071068,2
16515,Downvotes,15,15,15,15,15,0,0,1
1190376,Downvotes,1,1,1,1,1,0,0,1
704513,Downvotes,1,1,1,1,1,0,0,1
1277362,Downvotes,10,10,10,10,10,0,0,1
825369,Downvotes,2,2,2,2,2,0,0,1
305142,Downvotes,7,7,7,7,7,0,0,1
538169,Downvotes,25,25,25,25,25,0,0,1
1372207,Downvotes,2,2,2,2,2,0,0,1
608170,Downvotes,51,51,51,51,51,0,0,1
1554255,Downvotes,56,56,56,56,56,0,0,1
364082,Downvotes,1,1,1,1,1,0,0,1
1462604,Downvotes,3,3,3,3,3,0,0,1
1255725,Downvotes,4,4,4,4,4,0,0,1
180719,Downvotes,2,2,2,2,2,0,0,1
460802,Downvotes,1,1,1,1,1,0,0,1
42562,Downvotes,1,1,1,1,1,0,0,1
419705,Downvotes,3,3,3,3,3,0,0,1
1222420,Downvotes,1,1,1,1,1,0,0,1
1440565,Downvotes,2.5,1,7,4,4,18,4.242641,2
1059372,Downvotes,3.25,1,8,4.3,4,4.677778,2.162817,10
591495,Downvotes,9,9,9,9,9,0,0,1
428861,Downvotes,4,4,4,4,4,0,0,1
1164620,Downvotes,1,1,1,1,1,0,0,1
220834,Downvotes,1.5,1,28,10.33333,2,234.3333,15.30795,3
940834,Downvotes,4,4,4,4,4,0,0,1
442945,Downvotes,2,2,2,2,2,0,0,1
813240,Downvotes,5,5,5,5,5,0,0,1
1559049,Downvotes,3,3,3,3,3,0,0,1
466402,Downvotes,5,5,5,5,5,0,0,1
668356,Downvotes,9,9,9,9,9,0,0,1
1370130,Downvotes,5,5,5,5,5,0,0,1
828681,Downvotes,1,1,1,1,1,0,0,1
1572524,Downvotes,1,1,1,1,1,0,0,1
1353243,Downvotes,23,23,23,23,23,0,0,1
1355980,Downvotes,2,2,2,2,2,0,0,1
610215,Downvotes,12,12,12,12,12,0,0,1
573032,Downvotes,2,1,4,2.6,3,1.3,1.140175,5
1515592,Downvotes,3,2,7,4.2,4,3.511111,1.873796,10
844728,Downvotes,1,1,1,1,1,0,0,1
856642,Downvotes,1,1,1,1,1,0,0,1
883780,Downvotes,2.25,2,3,2.5,2.5,0.5,0.7071068,2
493939,Downvotes,2,2,8,4,2,12,3.464102,3
1122840,Downvotes,1.5,1,3,2,2,2,1.414214,2
112964,Downvotes,1,1,1,1,1,0,0,1
1480060,Downvotes,88,88,88,88,88,0,0,1
48503,Downvotes,8.5,5,115,44,12,3793,61.58734,3
1473518,Downvotes,3,3,3,3,3,0,0,1
1168372,Downvotes,2,1,8,3.8,4,7.2,2.683282,5
1536611,Downvotes,1,1,1,1,1,0,0,1
629804,Downvotes,6,6,6,6,6,0,0,1
458365,Downvotes,1,1,1,1,1,0,0,1
17713,Downvotes,4,4,4,4,4,0,0,1
1032962,Downvotes,13,13,13,13,13,0,0,1
391554,Downvotes,2.75,2,25,8.75,4,118.9167,10.90489,4
956691,Downvotes,3,3,3,3,3,0,0,1
1267768,Downvotes,1,1,1,1,1,0,0,1
1343161,Downvotes,4,2,8,4.8,4,5.2,2.280351,5
672018,Downvotes,2,2,2,2,2,0,0,1
3785,Downvotes,5,5,5,5,5,0,0,1
1607617,Downvotes,5,5,5,5,5,0,0,1
1221005,Downvotes,0,0,0,0,0,0,0,0
1427124,Downvotes,1.75,1,4,2.5,2.5,4.5,2.12132,2
15075,Downvotes,3,3,3,3,3,0,0,1
880011,Downvotes,5,5,5,5,5,0,0,1
181136,Downvotes,4,4,4,4,4,0,0,1
1365967,Downvotes,1,1,1,1,1,0,0,1
394051,Downvotes,5,5,5,5,5,0,0,1
1069068,Downvotes,2,2,7,3.5,2.5,5.666667,2.380476,4
1137043,Downvotes,7,7,7,7,7,0,0,1
1144248,Downvotes,2,2,7,4,3,5.5,2.345208,5
637284,Downvotes,11.5,2,40,21,21,722,26.87006,2
474189,Downvotes,2.75,2,6,3.5,3,3,1.732051,4
1296547,Downvotes,13,13,13,13,13,0,0,1
1116391,Downvotes,3,3,3,3,3,0,0,1
1512505,Downvotes,30,30,30,30,30,0,0,1
975959,Downvotes,24,24,24,24,24,0,0,1
1606867,Downvotes,4,4,4,4,4,0,0,1
1324709,Downvotes,1,1,6,2.461538,2,2.269231,1.506397,13
3032,Downvotes,3,3,3,3,3,0,0,1
20634,Downvotes,2.5,1,7,4,4,9,3,3
1449199,Downvotes,2,1,21,3.813559,3,11.67154,3.416363,59
1108484,Downvotes,2,2,2,2,2,0,0,1
1622894,Downvotes,1,1,2,1.5,1.5,0.3333333,0.5773503,4
842697,Downvotes,2,2,2,2,2,0,0,1
792232,Downvotes,5,5,5,5,5,0,0,1
546188,Downvotes,14,14,14,14,14,0,0,1
1204251,Downvotes,2,2,2,2,2,0,0,1
63034,Downvotes,1,1,1,1,1,0,0,1
1253136,Downvotes,1.5,1,3,2,2,1,1,3
627071,Downvotes,1,1,1,1,1,0,0,2
481286,Downvotes,1,1,1,1,1,0,0,1
164143,Downvotes,1,1,1,1,1,0,0,1
1326913,Downvotes,8,2,26,14,14,288,16.97056,2
1403418,Downvotes,2,2,2,2,2,0,0,1
947114,Downvotes,2,2,2,2,2,0,0,1
492867,Downvotes,1,1,1,1,1,0,0,1
469201,Downvotes,1,1,1,1,1,0,0,2
1066573,Downvotes,1,1,1,1,1,0,0,1
1395668,Downvotes,133.25,1,530,265.5,265.5,139920.5,374.0595,2
1300669,Downvotes,2,2,2,2,2,0,0,1
1618885,Downvotes,1,1,1,1,1,0,0,1
1297445,Downvotes,1,1,1,1,1,0,0,1
168056,Downvotes,5,5,5,5,5,0,0,1
939023,Downvotes,4,4,4,4,4,0,0,1
846476,Downvotes,2,2,2,2,2,0,0,1
1096831,Downvotes,2,2,2,2,2,0,0,1
1224413,Downvotes,2,2,2,2,2,0,0,1
1357341,Downvotes,4,3,18,7.6,5,37.3,6.107373,5
909085,Downvotes,3.75,2,9,5.5,5.5,24.5,4.949747,2
209513,Downvotes,2.25,2,3,2.5,2.5,0.5,0.7071068,2
1470092,Downvotes,25,25,25,25,25,0,0,1
1610216,Downvotes,3,3,3,3,3,0,0,1
13940,Downvotes,12,12,12,12,12,0,0,1
1655686,Downvotes,1,1,1,1,1,0,0,1
895215,Downvotes,1,1,1,1,1,0,0,1
1401895,Downvotes,1,1,1,1,1,0,0,1
816620,Downvotes,2,2,2,2,2,0,0,1
940246,Downvotes,9.5,1,35,18,18,578,24.04163,2
68556,Downvotes,7,7,7,7,7,0,0,1
368999,Downvotes,3,3,3,3,3,0,0,1
1298089,Downvotes,4,2,10,6,6,32,5.656854,2
635678,Downvotes,44,44,44,44,44,0,0,1
794380,Downvotes,2,2,2,2,2,0,0,1
1600692,Downvotes,2,2,2,2,2,0,0,1
948041,Downvotes,200,200,200,200,200,0,0,1
1594980,Downvotes,4,4,4,4,4,0,0,1
1258147,Downvotes,1,1,1,1,1,0,0,1
1141599,Downvotes,1,1,1,1,1,0,0,1
1678937,Downvotes,3,3,3,3,3,0,0,1
763176,Downvotes,32,32,32,32,32,0,0,1
18157,Downvotes,2,2,2,2,2,0,0,1
1116013,Downvotes,2,2,2,2,2,0,0,1
1661895,Downvotes,1,1,1,1,1,0,0,2
1666352,Downvotes,2,2,2,2,2,0,0,1
741404,Downvotes,2,2,2,2,2,0,0,1
1646741,Downvotes,4.75,1,16,8.5,8.5,112.5,10.6066,2
1546657,Downvotes,2,2,2,2,2,0,0,1
1482809,Downvotes,5,5,5,5,5,0,0,1
1463748,Downvotes,4,4,4,4,4,0,0,1
893197,Downvotes,1,1,1,1,1,0,0,1
1527480,Downvotes,10,10,10,10,10,0,0,1
824987,Downvotes,4,4,4,4,4,0,0,1
1254238,Downvotes,1,1,1,1,1,0,0,1
646634,Downvotes,4,4,6,4.666667,4,1.333333,1.154701,3
441907,Downvotes,2,2,2,2,2,0,0,1
1018611,Downvotes,5.5,4,10,7,7,18,4.242641,2
1645832,Downvotes,1,1,1,1,1,0,0,1
75642,Downvotes,2,2,2,2,2,0,0,1
298455,Downvotes,7,7,7,7,7,0,0,1
1093710,Downvotes,1,1,1,1,1,0,0,1
1273478,Downvotes,3,3,3,3,3,0,0,1
992687,Downvotes,53,53,53,53,53,0,0,1
1073758,Downvotes,2,2,2,2,2,0,0,1
248129,Downvotes,34,34,34,34,34,0,0,1
212923,Downvotes,15,15,15,15,15,0,0,1
1530549,Downvotes,1,1,1,1,1,0,0,1
1322642,Downvotes,1.5,1,7,3.333333,2,10.33333,3.21455,3
1406062,Downvotes,1,1,1,1,1,0,0,1
989088,Downvotes,1,1,1,1,1,0,0,1
10631,Downvotes,4,4,4,4,4,0,0,1
1275002,Downvotes,2.5,2,4,3,3,1,1,3
134758,Downvotes,1,1,1,1,1,0,0,1
1589880,Downvotes,12,12,12,12,12,0,0,1
1228672,Downvotes,1,1,1,1,1,0,0,1
351758,Downvotes,43,43,43,43,43,0,0,1
1715960,Downvotes,9,9,9,9,9,0,0,1
477878,Downvotes,1,1,1,1,1,0,0,2
330280,Downvotes,7,7,7,7,7,0,0,1
244133,Downvotes,2,2,2,2,2,0,0,1
264837,Downvotes,1,1,1,1,1,0,0,1
787643,Downvotes,1,1,1,1,1,0,0,1
1026778,Downvotes,1,1,1,1,1,0,0,1
600150,Downvotes,1,1,1,1,1,0,0,1
602398,Downvotes,12,12,12,12,12,0,0,1
1704529,Downvotes,1,1,12,3,2,12.5,3.535534,9
15255,Downvotes,4,2,10,6,6,32,5.656854,2
1679863,Downvotes,2.5,1,252,17.30435,5,2685.494,51.82175,23
1708550,Downvotes,75,75,75,75,75,0,0,1
1636168,Downvotes,4,4,4,4,4,0,0,1
1631379,Downvotes,2,2,54,16.25,4.5,638.9167,25.2768,4
1509129,Downvotes,8,8,8,8,8,0,0,1
1257372,Downvotes,60,60,60,60,60,0,0,1
1687083,Downvotes,3,3,3,3,3,0,0,1
177145,Downvotes,1,1,30,3.679245,2,24.22206,4.921591,53
212555,Downvotes,8,8,8,8,8,0,0,1
679982,Downvotes,2.75,2,5,3.5,3.5,4.5,2.12132,2
433835,Downvotes,3,3,3,3,3,0,0,1
1252040,Downvotes,4,4,4,4,4,0,0,1
555553,Downvotes,2,2,2,2,2,0,0,1
1703158,Downvotes,2,2,2,2,2,0,0,1
572834,Downvotes,1,1,1,1,1,0,0,1
994737,Downvotes,1,1,1,1,1,0,0,1
1546574,Downvotes,9,9,9,9,9,0,0,1
1740554,Downvotes,1,1,2,1.333333,1,0.3333333,0.5773503,3
1618143,Downvotes,1,1,1,1,1,0,0,1
1386998,Downvotes,1,1,1,1,1,0,0,1
1624376,Downvotes,1.5,1,6,3,2,7,2.645751,3
1497139,Downvotes,3,3,3,3,3,0,0,1
830267,Downvotes,2,2,2,2,2,0,0,1
1667004,Downvotes,1.25,1,19,6.166667,3,50.96667,7.139094,6
722760,Downvotes,4.25,4,5,4.5,4.5,0.5,0.7071068,2
746190,Downvotes,9,9,9,9,9,0,0,1
1710942,Downvotes,28,28,28,28,28,0,0,1
1720987,Downvotes,2,2,2,2,2,0,0,1
1760568,Downvotes,3,3,3,3,3,0,0,1
356224,Downvotes,1,1,1,1,1,0,0,1
1026459,Downvotes,36,36,36,36,36,0,0,1
736937,Downvotes,1,1,1,1,1,0,0,1
587884,Downvotes,2,2,2,2,2,0,0,1
201952,Downvotes,3,3,3,3,3,0,0,1
1691015,Downvotes,2,2,2,2,2,0,0,1
240078,Downvotes,2.75,2,5,3.5,3.5,4.5,2.12132,2
1032890,Downvotes,2,2,2,2,2,0,0,1
1221807,Downvotes,72,72,72,72,72,0,0,1
1355070,Downvotes,1,1,1,1,1,0,0,1
218978,Downvotes,4,4,4,4,4,0,0,1
1751640,Downvotes,40,40,40,40,40,0,0,1
1715335,Downvotes,8,8,8,8,8,0,0,1
1045850,Downvotes,2,2,2,2,2,0,0,1
588532,Downvotes,1,1,1,1,1,0,0,1
925913,Downvotes,5,5,5,5,5,0,0,1
523391,Downvotes,3,3,3,3,3,0,0,1
985949,Downvotes,1,1,1,1,1,0,0,1
1050766,Downvotes,1,1,1,1,1,0,0,1
1297641,Downvotes,1,1,1,1,1,0,0,1
1791586,Downvotes,10,10,10,10,10,0,0,1
538921,Downvotes,4,4,4,4,4,0,0,1
224671,Downvotes,1166,1166,1166,1166,1166,0,0,1
1596731,Downvotes,1,1,1,1,1,0,0,1
938910,Downvotes,1,1,1,1,1,0,0,1
1050058,Downvotes,18,18,18,18,18,0,0,1
1541005,Downvotes,2,2,2,2,2,0,0,1
789657,Downvotes,1,1,1,1,1,0,0,1
1113772,Downvotes,1,1,1,1,1,0,0,1
1607752,Downvotes,3,3,3,3,3,0,0,1
1695163,Downvotes,6,6,6,6,6,0,0,1
1735437,Downvotes,1,1,1,1,1,0,0,1
1047940,Downvotes,2,2,2,2,2,0,0,1
1790800,Downvotes,3.75,1,12,6.5,6.5,60.5,7.778175,2
1768232,Downvotes,2,1,6,3.230769,4,2.525641,1.589227,13
1734130,Downvotes,4,4,4,4,4,0,0,1
592139,Downvotes,1.75,1,26,7.75,2,148.25,12.1758,4
653856,Downvotes,1,1,114,8.909091,2,602.7532,24.55103,22
1657364,Downvotes,1,1,1,1,1,0,0,1
1813853,Downvotes,39,39,39,39,39,0,0,1
63029,Downvotes,1,1,1,1,1,0,0,1
975327,Downvotes,2,2,2,2,2,0,0,1
572380,Downvotes,2,2,2,2,2,0,0,1
13663,Downvotes,26,26,26,26,26,0,0,1
1815355,Downvotes,4,4,4,4,4,0,0,1
966590,Downvotes,1.25,1,2,1.5,1.5,0.5,0.7071068,2
1651073,Downvotes,3,3,3,3,3,0,0,1
986387,Downvotes,14.75,9,32,20.5,20.5,264.5,16.26346,2
1724702,Downvotes,6,6,6,6,6,0,0,1
1015327,Downvotes,3,2,6,4,4,8,2.828427,2
1410342,Downvotes,4.75,3,10,6.5,6.5,24.5,4.949747,2
577417,Downvotes,13,13,13,13,13,0,0,1
422550,Downvotes,10,10,10,10,10,0,0,1
1820859,Downvotes,2,2,2,2,2,0,0,1
1134211,Downvotes,1,1,1,1,1,0,0,2
1366871,Downvotes,1.25,1,2,1.5,1.5,0.5,0.7071068,2
1820722,Downvotes,8.5,1,18,11.66667,16,86.33333,9.291573,3
978005,Downvotes,1,1,1,1,1,0,0,1
1426796,Downvotes,8,8,8,8,8,0,0,1
207421,Downvotes,1,1,6,2.875,2,4.982143,2.232071,8
1765193,Downvotes,1,1,1,1,1,0,0,1
1267661,Downvotes,1,1,1,1,1,0,0,1
51591,Downvotes,1.75,1,6,3,2.5,4.666667,2.160247,4
73446,Downvotes,4,4,4,4,4,0,0,1
1423083,Downvotes,1,1,1,1,1,0,0,1
603270,Downvotes,4,4,4,4,4,0,0,1
1139023,Downvotes,2,2,2,2,2,0,0,1
600135,Downvotes,34,34,34,34,34,0,0,1
1254659,Downvotes,2,2,2,2,2,0,0,1
455096,Downvotes,12,12,12,12,12,0,0,1
1094597,Downvotes,3,3,3,3,3,0,0,1
1501794,Downvotes,2,2,8,4,3,8,2.828427,4
1637033,Downvotes,2,2,2,2,2,0,0,2
1755242,Downvotes,0,0,0,0,0,0,0,0
121747,Downvotes,5.25,4,9,6.5,6.5,12.5,3.535534,2
1843097,Downvotes,3,3,3,3,3,0,0,1
961759,Downvotes,5,5,5,5,5,0,0,1
1346369,Downvotes,1,1,8,2.9,2,7.655556,2.766867,10
1501870,Downvotes,2,2,2,2,2,0,0,1
810918,Downvotes,7,7,7,7,7,0,0,1
472393,Downvotes,24.75,7,78,42.5,42.5,2520.5,50.20458,2
1847558,Downvotes,3,3,3,3,3,0,0,1
995926,Downvotes,1.75,1,4,2.5,2.5,4.5,2.12132,2
781965,Downvotes,2,2,2,2,2,0,0,1
1191766,Downvotes,70,70,70,70,70,0,0,1
1820501,Downvotes,4,1,9,5.666667,7,17.33333,4.163332,3
1179916,Downvotes,7,7,7,7,7,0,0,1
972235,Downvotes,2,2,2,2,2,0,0,1
650136,Downvotes,2,2,2,2,2,0,0,1
4591,Downvotes,24,24,24,24,24,0,0,1
1026805,Downvotes,91,91,91,91,91,0,0,1
1852852,Downvotes,2.75,2,5,3.5,3.5,4.5,2.12132,2
1850554,Downvotes,12,12,12,12,12,0,0,1
1729265,Downvotes,3,1,30,8.5,5,116.7,10.80278,6
1171484,Downvotes,1,1,1,1,1,0,0,1
1626199,Downvotes,1,1,1,1,1,0,0,1
619713,Downvotes,1,1,1,1,1,0,0,1
1719067,Downvotes,2,1,5,3,3,8,2.828427,2
995876,Downvotes,26,7,83,45,45,2888,53.74012,2
1870638,Downvotes,3,3,3,3,3,0,0,1
1778465,Downvotes,0,0,0,0,0,0,0,0
1534123,Downvotes,2,2,2,2,2,0,0,1
881635,Downvotes,1,1,1,1,1,0,0,1
1627730,Downvotes,1.5,1,9,4,2,19,4.358899,3
1823424,Downvotes,1,1,1,1,1,0,0,1
1135954,Downvotes,1,1,1,1,1,0,0,1
1749753,Downvotes,2,2,7,3.333333,2.5,3.866667,1.966384,6
933887,Downvotes,2,2,2,2,2,0,0,1
459413,Downvotes,3,3,3,3,3,0,0,1
1312080,Downvotes,1,1,1,1,1,0,0,1
1470770,Downvotes,3,3,3,3,3,0,0,1
1655075,Downvotes,4.5,3,9,6,6,18,4.242641,2
969480,Downvotes,1,1,1,1,1,0,0,1
1663592,Downvotes,1,1,4,2,1,3,1.732051,3
1205867,Downvotes,3,3,3,3,3,0,0,1
707111,Downvotes,4,4,4,4,4,0,0,1
989324,Downvotes,1,1,1,1,1,0,0,1
868300,Downvotes,18,18,18,18,18,0,0,1
1823740,Downvotes,1,1,1,1,1,0,0,1
24874,Downvotes,16,16,16,16,16,0,0,1
1171978,Downvotes,75,75,75,75,75,0,0,1
899126,Downvotes,3,3,3,3,3,0,0,1
223939,Downvotes,4,4,4,4,4,0,0,1
1181011,Downvotes,1,1,1,1,1,0,0,1
23486,Downvotes,3,3,3,3,3,0,0,1
1895601,Downvotes,3,3,3,3,3,0,0,1
381161,Downvotes,2,2,2,2,2,0,0,1
983436,Downvotes,2,2,2,2,2,0,0,1
1162620,Downvotes,2,1,5,3,3,4,2,3
1761020,Downvotes,1,1,1,1,1,0,0,1
904316,Downvotes,2,2,2,2,2,0,0,1
535610,Downvotes,1,1,1,1,1,0,0,1
980344,Downvotes,7,7,7,7,7,0,0,1
856047,Downvotes,2,2,2,2,2,0,0,1
1562558,Downvotes,1.75,1,2,1.75,2,0.25,0.5,4
1125197,Downvotes,1,1,1,1,1,0,0,1
941930,Downvotes,57,57,57,57,57,0,0,1
1785339,Downvotes,59,59,59,59,59,0,0,1
260127,Downvotes,3,3,3,3,3,0,0,1
1119314,Downvotes,1,1,1,1,1,0,0,1
1034737,Downvotes,4,4,4,4,4,0,0,1
1845651,Downvotes,1.75,1,4,2.5,2.5,4.5,2.12132,2
543969,Downvotes,1.25,1,2,1.5,1.5,0.5,0.7071068,2
103260,Downvotes,4,4,4,4,4,0,0,1
1759243,Downvotes,3,3,3,3,3,0,0,1
527312,Downvotes,5,5,5,5,5,0,0,1
1360074,Downvotes,3,3,3,3,3,0,0,1
1908164,Downvotes,4,4,4,4,4,0,0,1
1170489,Downvotes,2,2,2,2,2,0,0,1
1922429,Downvotes,1,1,1,1,1,0,0,1
1435657,Downvotes,2,2,2,2,2,0,0,2
182668,Downvotes,5,5,5,5,5,0,0,1
1538986,Downvotes,1,1,1,1,1,0,0,1
1613162,Downvotes,5.5,5,7,6,6,2,1.414214,2
1218762,Downvotes,10,10,10,10,10,0,0,1
89391,Downvotes,3,3,3,3,3,0,0,1
1871769,Downvotes,12,12,12,12,12,0,0,1
584670,Downvotes,9,9,9,9,9,0,0,1
814702,Downvotes,4,2,10,6,6,32,5.656854,2
1508907,Downvotes,2,1,102,22.4,2,1982.3,44.52303,5
1916258,Downvotes,62,62,62,62,62,0,0,1
1239967,Downvotes,14,14,14,14,14,0,0,1
