PostId,UserId,PostId,VoteTypeId
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
20670,1996,20670,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,3
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,3
25596,2405,25596,3
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,3
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,2
25596,2405,25596,3
26318,2644,26318,2
26318,2644,26318,2
26318,2644,26318,2
26318,2644,26318,2
26318,2644,26318,2
26318,2644,26318,2
26318,2644,26318,3
26318,2644,26318,3
26318,2644,26318,2
26318,2644,26318,2
26318,2644,26318,3
26318,2644,26318,3
26318,2644,26318,2
26318,2644,26318,2
26318,2644,26318,2
26318,2644,26318,2
26318,2644,26318,2
26318,2644,26318,2
26318,2644,26318,2
26318,2644,26318,2
26318,2644,26318,2
26318,2644,26318,2
26318,2644,26318,2
26318,2644,26318,2
26318,2644,26318,2
26318,2644,26318,2
26318,2644,26318,2
26318,2644,26318,2
26318,2644,26318,2
26318,2644,26318,2
26318,2644,26318,2
26318,2644,26318,2
26318,2644,26318,2
26318,2644,26318,2
26318,2644,26318,2
26318,2644,26318,2
26318,2644,26318,2
26318,2644,26318,2
26318,2644,26318,2
26318,2644,26318,2
26318,2644,26318,2
26318,2644,26318,2
26318,2644,26318,2
26318,2644,26318,2
26318,2644,26318,2
26318,2644,26318,2
26318,2644,26318,2
26318,2644,26318,2
