PostId,ClassType,NoOfLines,Similarity,CodeChar
45066064,1,11,70,447
2511997,1,11,70,453
30622401,1,11,70,323
37006733,1,11,70,585
4406871,1,11,70,861
5410218,1,11,70,499
53170430,1,11,70,358
48600321,1,11,70,552
22234021,1,11,70,478
6878703,1,11,70,301
7602910,1,11,70,392
29729264,1,11,70,340
29314563,1,11,70,312
39368800,1,11,70,362
30315281,1,11,70,304
7662579,1,11,70,425
5218232,1,11,70,322
11941831,1,11,70,234
45526151,1,11,70,387
31851525,1,11,70,635
33368791,1,11,70,300
30825056,1,11,70,455
10572934,1,11,70,439
7224072,1,11,70,484
50230967,1,11,70,453
8869861,1,11,70,348
46814560,1,11,70,312
22653592,1,11,70,384
44728028,1,11,70,338
51649156,1,11,70,380
27019970,1,11,70,491
18454591,1,11,70,266
20338330,1,11,70,318
22883951,1,11,70,691
48799146,1,11,70,578
26005435,1,11,70,343
23041132,1,11,70,310
28055429,1,11,70,693
23793345,1,11,70,579
19341499,1,11,70,734
15160976,1,11,70,753
20768766,1,11,70,742
41662222,1,11,70,798
33734958,1,11,70,487
50481551,1,11,70,843
33664739,1,11,70,672
3369556,1,11,70,296
14048687,1,11,70,402
45065668,1,11,70,393
16255917,1,11,70,261
34906535,1,11,70,360
44491712,1,11,70,363
30447944,1,11,70,373
22733881,1,11,70,469
11856027,1,11,70,403
31497895,1,11,70,406
21997130,1,11,70,372
37760500,1,11,70,285
25030039,1,11,70,347
12696441,1,11,70,290
11737954,1,11,70,344
32142530,1,11,70,501
27289243,1,11,70,296
27771268,1,11,70,458
46016312,1,11,70,229
33180968,1,11,70,286
36508190,1,11,70,282
10392010,1,11,70,275
27481350,1,11,70,325
21595078,1,11,70,368
20394654,1,11,70,541
9212155,1,11,70,386
5854791,1,11,70,443
48823356,1,11,70,837
42138384,1,11,70,363
4053745,1,11,70,468
10951449,1,11,70,407
31851279,1,11,70,338
42389153,1,11,70,490
29723090,1,11,70,699
19747485,1,11,70,296
39672159,1,11,70,353
10219685,1,11,70,489
11960693,1,11,70,423
13301374,1,11,70,252
42066627,1,11,70,376
14550959,1,11,70,363
37920430,1,11,70,439
14550959,1,11,70,363
14550959,1,11,70,363
20394654,1,11,70,638
10392010,1,11,70,330
49117229,1,11,70,378
46361504,1,11,70,491
45751000,1,11,70,864
46273109,1,11,70,925
11433181,1,11,70,329
34906535,1,11,70,360
18633932,1,11,70,350
47906538,1,11,70,422
33045251,1,11,70,350
16582407,1,11,70,350
8520808,1,11,70,302
31857943,1,11,70,563
14029158,1,11,70,516
10392010,1,11,70,390
15702758,1,11,70,581
6717741,1,11,70,422
50827996,1,11,70,571
51879368,1,11,70,457
1340623,1,11,70,417
1860754,1,11,70,495
16255917,1,11,70,514
20171901,1,11,70,506
9688624,1,11,70,587
51476624,1,11,70,560
35414183,1,11,70,349
14550959,1,11,70,403
14550959,1,11,70,403
14550959,1,11,70,403
28062421,1,11,70,384
15551335,1,11,70,208
16114834,1,11,70,426
10960882,1,11,70,452
13123642,1,11,70,773
26578918,1,11,70,599
34831250,1,11,70,530
6690898,1,11,70,344
15551335,1,11,70,196
16376488,1,11,70,1121
3932030,1,11,70,334
17147977,2,13,85,421
17147977,2,13,85,454
15684297,3,14,71,407
25177556,3,14,71,256
19339781,4,23,82,471
37552623,4,23,82,809
19339781,5,12,92,391
19339781,5,12,92,510
19339781,5,12,92,513
19339781,5,12,92,538
14629653,6,18,100,846
11196855,6,18,100,792
20630528,7,18,70,833
15798624,7,18,70,823
24761971,7,18,70,1091
38319677,7,18,70,967
39532507,7,18,70,951
47389362,7,18,70,1133
28264984,7,18,70,901
31625301,7,18,70,863
50777825,7,18,70,709
45057447,7,18,70,774
20311631,7,18,70,823
33105467,7,18,70,570
46273109,7,18,70,1133
29949845,7,18,70,1096
27489452,7,18,70,805
31303630,7,18,70,748
27457372,7,18,70,939
42487867,7,18,70,773
20658641,7,18,70,780
20162764,7,18,70,673
16334820,7,18,70,727
45751000,7,18,70,1088
23939800,7,18,70,1073
16352009,7,18,70,1334
46273109,7,18,70,1088
16110293,7,18,70,729
14535275,7,18,70,1011
29044019,7,18,70,845
27805638,7,18,70,1136
6913458,7,18,70,754
41734852,7,18,70,667
31576019,7,18,70,726
21609224,7,18,70,1052
23596039,7,18,70,806
26791871,7,18,70,999
29652968,7,18,70,983
40434600,7,18,70,1157
30276779,7,18,70,950
39044453,7,18,70,1042
33753523,7,18,70,773
30956680,7,18,70,729
17143017,7,18,70,733
38842953,7,18,70,572
29807096,7,18,70,796
30955826,7,18,70,729
30676836,7,18,70,781
4048224,7,18,70,947
30956680,7,18,70,729
31984755,7,18,70,894
10069016,7,18,70,651
10523584,7,18,70,542
28250661,7,18,70,965
19193536,7,18,70,871
30788158,7,18,70,689
37790080,7,18,70,700
25746349,7,18,70,735
47747330,7,18,70,704
35075952,7,18,70,607
33204180,7,18,70,785
28516405,7,18,70,630
35075952,7,18,70,696
26783965,7,18,70,903
19347741,7,18,70,468
50336866,7,18,70,886
30158859,7,18,70,900
21439707,7,18,70,802
52323109,7,18,70,988
25019322,7,18,70,1328
50398325,7,18,70,646
31133371,7,18,70,649
37758939,7,18,70,776
48701594,7,18,70,1091
30327730,7,18,70,674
19478781,7,18,70,1084
24076767,7,18,70,873
36615499,7,18,70,907
41078503,7,18,70,1313
34412165,7,18,70,698
42193584,7,18,70,1137
52625849,7,18,70,1072
34299748,7,18,70,639
31925609,7,18,70,682
34377083,7,18,70,587
31904019,7,18,70,1243
31898663,7,18,70,1372
35893873,7,18,70,1254
27461923,7,18,70,581
25469029,7,18,70,612
24854861,7,18,70,1043
36099052,7,18,70,428
26052301,7,18,70,1358
13916816,7,18,70,506
33269587,7,18,70,604
37694015,7,18,70,517
31529317,7,18,70,477
21440966,7,18,70,1134
8604274,7,18,70,903
17382784,7,18,70,867
30826920,7,18,70,752
47963594,7,18,70,699
50578923,7,18,70,1502
12872663,7,18,70,768
17421590,8,18,70,568
12728425,8,18,70,571
35930684,8,18,70,501
14369849,9,28,82,668
14369849,9,28,82,743
14369849,10,15,100,653
14369849,10,15,100,653
16812538,11,13,71,620
16809893,11,13,71,527
14477510,12,10,90,424
14477510,12,10,90,423
15002748,13,12,70,409
19998239,13,12,70,289
46325791,13,12,70,288
33811007,13,12,70,404
28494637,13,12,70,297
13805233,13,12,70,422
33811007,13,12,70,362
24246789,13,12,70,378
29464522,13,12,70,467
32983033,13,12,70,360
30935258,13,12,70,264
23179190,13,12,70,430
29464522,13,12,70,323
31355627,13,12,70,388
39054226,13,12,70,367
34347643,13,12,70,289
25036429,13,12,70,447
41541287,13,12,70,265
26779273,13,12,70,685
26787650,13,12,70,425
38611245,13,12,70,313
41542976,13,12,70,292
34114502,13,12,70,474
40206117,13,12,70,406
7242657,13,12,70,246
40902234,13,12,70,349
50984993,13,12,70,260
26702633,13,12,70,268
35870479,13,12,70,400
52609353,13,12,70,396
53423236,13,12,70,350
5181338,13,12,70,283
34892319,13,12,70,482
23374684,13,12,70,276
13239888,13,12,70,348
6542902,13,12,70,345
4230667,13,12,70,338
4192973,13,12,70,339
24713957,13,12,70,811
46742669,13,12,70,260
50379334,13,12,70,313
8254038,13,12,70,262
31222735,13,12,70,307
14141467,13,12,70,282
39444377,13,12,70,292
32897430,13,12,70,226
26822516,13,12,70,414
46305151,13,12,70,256
17661084,13,12,70,419
41637621,13,12,70,258
36056649,13,12,70,208
41637621,13,12,70,245
42783179,13,12,70,295
35870479,13,12,70,561
37363008,13,12,70,277
52609353,13,12,70,500
11579862,13,12,70,418
23374684,13,12,70,421
19714844,13,12,70,473
2582357,13,12,70,360
3585073,13,12,70,177
39599276,13,12,70,359
36304002,13,12,70,217
47113691,13,12,70,366
20006736,13,12,70,381
4960840,13,12,70,272
32313136,13,12,70,358
47112662,13,12,70,366
51187038,13,12,70,175
4925163,13,12,70,260
47124329,13,12,70,378
7926852,13,12,70,193
22039132,13,12,70,219
28693572,13,12,70,256
11956896,13,12,70,357
2186458,13,12,70,312
41637621,13,12,70,278
12083521,13,12,70,337
7390571,13,12,70,113
25745272,13,12,70,211
47287222,13,12,70,211
46742669,13,12,70,457
43359837,13,12,70,438
46325791,13,12,70,523
51656376,13,12,70,433
51296470,13,12,70,347
40726688,13,12,70,443
34266543,13,12,70,450
34269752,13,12,70,450
35121642,13,12,70,275
16740566,13,12,70,229
4925163,13,12,70,293
33019562,13,12,70,169
33019562,13,12,70,231
25745272,13,12,70,181
6875212,13,12,70,559
15897840,13,12,70,292
45948695,13,12,70,208
12991986,13,12,70,348
12991986,13,12,70,354
48585248,13,12,70,172
44021830,13,12,70,370
46937118,13,12,70,257
35872407,13,12,70,256
51567765,13,12,70,329
20723162,13,12,70,102
32003932,13,12,70,345
32476140,13,12,70,231
37894533,13,12,70,143
34137956,13,12,70,261
18386373,13,12,70,325
32086650,13,12,70,265
7784358,13,12,70,154
37925482,13,12,70,318
44654201,13,12,70,281
4901752,13,12,70,273
52191444,13,12,70,386
21016623,13,12,70,340
12553891,13,12,70,196
24685378,13,12,70,159
41507462,13,12,70,579
49205194,13,12,70,937
48233647,13,12,70,543
36015933,13,12,70,338
14850842,13,12,70,292
24082487,13,12,70,286
45948695,13,12,70,263
29275228,13,12,70,156
29275228,13,12,70,162
48356852,13,12,70,253
46080673,13,12,70,357
30088093,13,12,70,217
38288773,13,12,70,758
25220091,13,12,70,323
25716864,13,12,70,454
53500100,13,12,70,394
3014668,13,12,70,399
38798365,13,12,70,381
38798365,13,12,70,370
29299317,13,12,70,338
29154439,13,12,70,243
19870296,13,12,70,481
36930188,13,12,70,418
39864455,13,12,70,255
27019970,13,12,70,279
6490686,13,12,70,394
44654201,13,12,70,344
21638199,13,12,70,348
21638199,13,12,70,364
17377354,13,12,70,328
3225126,13,12,70,411
2775712,13,12,70,321
15272349,13,12,70,358
21134333,13,12,70,342
16509609,13,12,70,386
25774785,13,12,70,255
633497,13,12,70,110
11799996,13,12,70,191
6182039,13,12,70,369
35292565,13,12,70,265
3014668,13,12,70,496
53622215,13,12,70,517
43222017,13,12,70,551
1052244,13,12,70,308
27255843,13,12,70,194
3225126,13,12,70,232
1831490,13,12,70,324
43411636,13,12,70,280
28745209,13,12,70,908
34913770,13,12,70,700
47091357,13,12,70,502
35615886,13,12,70,661
14809930,13,12,70,433
46696787,13,12,70,413
16124150,13,12,70,344
33195130,13,12,70,376
28663864,13,12,70,399
16884386,13,12,70,457
898770,13,12,70,386
19577002,13,12,70,520
35648797,13,12,70,216
19577002,13,12,70,516
11592156,13,12,70,492
11731541,13,12,70,524
8053919,13,12,70,570
9222840,13,12,70,593
19429343,13,12,70,301
27765374,13,12,70,369
8373239,13,12,70,517
48376471,13,12,70,364
40708020,13,12,70,202
15514552,13,12,70,276
609293,13,12,70,222
14784773,13,12,70,432
15514552,13,12,70,386
39466803,13,12,70,297
19429343,13,12,70,284
52025606,13,12,70,630
30088093,13,12,70,323
22581360,13,12,70,512
37826179,13,12,70,506
21552106,13,12,70,316
19476685,13,12,70,505
7474324,13,12,70,361
24333267,13,12,70,386
6880550,13,12,70,363
47245313,13,12,70,520
29900850,13,12,70,441
40762917,13,12,70,682
39218327,13,12,70,352
21722461,13,12,70,512
15665931,13,12,70,547
15665931,13,12,70,461
3740859,13,12,70,501
3595973,13,12,70,499
3553657,13,12,70,453
10815004,13,12,70,412
25901322,13,12,70,563
11438671,13,12,70,552
5378757,13,12,70,1074
13971269,13,12,70,500
11304483,13,12,70,497
31233101,13,12,70,413
16989718,13,12,70,454
18676311,13,12,70,568
21746658,13,12,70,502
20634619,13,12,70,502
17047330,13,12,70,520
20033736,13,12,70,664
15623687,14,11,84,388
15623687,14,11,84,424
15623687,14,11,84,388
14782879,15,13,71,377
14782879,15,13,71,308
15731419,16,14,71,396
18214651,16,14,71,574
15131947,17,11,72,366
16188490,17,11,72,356
17954204,18,11,83,269
17954204,18,11,83,179
15892311,19,11,72,344
27952769,19,11,72,357
9469452,19,11,72,392
20770344,20,28,75,708
20770344,20,28,75,1189
16893961,21,38,78,1867
16922138,21,38,78,1763
16924533,21,38,78,1817
14803713,22,17,83,379
14803713,22,17,83,457
19205920,23,10,70,264
24200634,23,10,70,342
15265501,24,13,70,510
15234497,24,13,70,603
33504449,24,13,70,592
45107037,24,13,70,510
50693558,24,13,70,476
33363018,24,13,70,667
37920430,24,13,70,459
37743661,24,13,70,453
24538459,24,13,70,622
5685084,24,13,70,322
45107037,24,13,70,488
52355416,24,13,70,461
17241857,24,13,70,714
24538459,24,13,70,589
17287143,24,13,70,433
41434108,24,13,70,601
20300324,24,13,70,683
17241857,24,13,70,683
47028522,24,13,70,514
50827996,24,13,70,689
50224638,24,13,70,700
53334616,24,13,70,678
26745831,24,13,70,497
12052275,24,13,70,590
37968723,24,13,70,972
36937849,24,13,70,815
50109627,24,13,70,574
29360327,24,13,70,627
49822648,24,13,70,608
12733713,24,13,70,438
47819892,24,13,70,328
8323260,24,13,70,471
39481478,24,13,70,437
49306909,24,13,70,562
48813379,24,13,70,364
20526917,24,13,70,397
36464072,24,13,70,446
9410252,24,13,70,375
34646974,24,13,70,338
24538459,24,13,70,550
53769377,24,13,70,600
24910757,24,13,70,550
14165654,24,13,70,460
44166006,24,13,70,493
29729264,24,13,70,434
44166006,24,13,70,442
36001488,24,13,70,450
41686774,24,13,70,330
43269834,24,13,70,388
47734136,24,13,70,367
38522795,24,13,70,575
38989185,24,13,70,413
15234497,24,13,70,241
16201206,24,13,70,409
14593678,24,13,70,272
33859923,24,13,70,491
36890312,24,13,70,504
20788922,24,13,70,510
18705994,24,13,70,441
33873799,24,13,70,260
45347899,24,13,70,405
36942508,24,13,70,319
22821695,24,13,70,552
48633311,24,13,70,458
22571508,24,13,70,343
48002173,24,13,70,354
25946308,24,13,70,352
23426325,24,13,70,625
50110098,24,13,70,199
24689030,24,13,70,293
27347373,24,13,70,315
48823356,24,13,70,343
33873799,24,13,70,212
13432721,24,13,70,238
49831458,24,13,70,461
28808288,24,13,70,282
36890312,24,13,70,535
24913409,24,13,70,464
36115726,24,13,70,409
10317005,24,13,70,271
25708421,24,13,70,332
44229269,24,13,70,325
20300324,24,13,70,431
35256682,24,13,70,295
45887741,24,13,70,393
35500343,24,13,70,363
41780365,24,13,70,335
46490075,24,13,70,431
46871657,24,13,70,361
26157741,24,13,70,419
44181668,24,13,70,404
22422661,24,13,70,332
53134079,24,13,70,326
40521301,24,13,70,228
15274435,24,13,70,249
7509781,24,13,70,576
33380262,24,13,70,383
20816044,24,13,70,344
50975715,24,13,70,455
4420516,24,13,70,357
14428917,24,13,70,476
30173183,24,13,70,413
32670322,24,13,70,372
26920264,24,13,70,276
43743597,24,13,70,443
37811218,24,13,70,374
23068127,24,13,70,347
34456324,24,13,70,486
46306504,24,13,70,512
16384790,25,13,92,507
16384790,25,13,92,462
19114634,26,18,83,543
19007174,26,18,83,563
14583305,27,11,72,363
15886416,27,11,72,482
27524942,27,11,72,539
15441277,28,10,70,268
12054735,28,10,70,201
18003862,29,11,72,427
10165201,29,11,72,543
9328482,29,11,72,575
18969183,30,13,76,394
18969183,30,13,76,341
14831056,31,16,76,521
11166823,31,16,76,650
20129775,31,16,76,584
17013597,32,16,70,374
34995661,32,16,70,358
21146129,32,16,70,281
14547988,32,16,70,414
21146129,32,16,70,293
18454591,32,16,70,397
34995661,32,16,70,359
16911722,32,16,70,326
30825056,32,16,70,312
38148592,32,16,70,321
18454591,32,16,70,381
24433538,32,16,70,400
43400604,32,16,70,297
20485406,32,16,70,399
20485406,32,16,70,355
23599606,32,16,70,452
28531137,32,16,70,752
28242260,32,16,70,369
49863346,32,16,70,336
28531137,32,16,70,1025
22592399,32,16,70,477
43437635,32,16,70,422
38141792,32,16,70,366
8316392,32,16,70,347
23667478,32,16,70,477
34800282,32,16,70,356
23667478,32,16,70,564
23667478,32,16,70,570
45881463,32,16,70,413
10503938,32,16,70,402
10503938,32,16,70,401
34800282,32,16,70,354
13078548,32,16,70,463
18963005,33,14,70,626
47028522,33,14,70,640
9879201,33,14,70,634
50189773,33,14,70,376
40779924,33,14,70,494
4007963,33,14,70,730
35972035,33,14,70,792
12556054,33,14,70,961
11494088,33,14,70,818
10156082,33,14,70,526
16596898,34,10,90,303
1836440,34,10,90,330
14401179,35,18,70,237
14401179,35,18,70,380
17540031,36,10,70,284
12412149,36,10,70,328
15025092,37,12,100,563
17740694,37,12,100,511
19063904,38,79,70,3648
43574917,38,79,70,3523
17742219,39,20,76,361
1222480,39,20,76,481
17384008,40,12,70,361
13993392,40,12,70,316
33053295,40,12,70,388
29889172,40,12,70,310
2359919,40,12,70,348
24360417,40,12,70,300
42261664,40,12,70,303
42842652,40,12,70,333
8695665,40,12,70,340
26070488,40,12,70,254
14923328,40,12,70,411
14923701,40,12,70,463
2440794,40,12,70,475
23620534,40,12,70,452
26166616,40,12,70,425
25160180,40,12,70,402
24016100,40,12,70,356
26807867,40,12,70,320
23489923,40,12,70,391
25489359,40,12,70,507
26416847,40,12,70,455
29330972,40,12,70,422
7832429,40,12,70,431
30743649,40,12,70,432
29330972,40,12,70,437
28774739,40,12,70,334
12682323,40,12,70,396
13555306,40,12,70,412
9659379,40,12,70,363
11718459,40,12,70,434
50844928,40,12,70,422
9567229,40,12,70,440
11805116,40,12,70,437
11736582,40,12,70,431
11805116,40,12,70,431
12682323,40,12,70,476
47050654,40,12,70,527
6582150,40,12,70,343
49382487,40,12,70,344
7757730,40,12,70,442
44861694,40,12,70,406
47501766,40,12,70,474
19412642,40,12,70,224
9828458,40,12,70,522
34337814,40,12,70,545
32481356,40,12,70,325
33870974,40,12,70,309
48329541,40,12,70,339
21555710,40,12,70,475
34337814,40,12,70,307
26476149,40,12,70,491
2066917,40,12,70,559
48329541,40,12,70,320
8119995,40,12,70,496
6187724,40,12,70,396
10075711,40,12,70,379
31546776,40,12,70,370
11596171,40,12,70,437
5590810,40,12,70,383
46583887,40,12,70,505
25692372,40,12,70,510
2066917,40,12,70,657
13214105,40,12,70,724
42482974,40,12,70,523
33127626,40,12,70,326
2709678,40,12,70,591
29179173,40,12,70,401
6640858,40,12,70,543
2839003,40,12,70,591
46583887,40,12,70,662
51791684,40,12,70,500
46789899,40,12,70,347
40894679,40,12,70,365
53261915,40,12,70,323
4269839,40,12,70,531
21606034,40,12,70,731
45032330,40,12,70,362
31846205,40,12,70,795
25992067,40,12,70,379
48966301,40,12,70,340
40003450,40,12,70,273
40003450,40,12,70,265
51127072,40,12,70,364
28053135,40,12,70,1014
31882829,40,12,70,421
35828119,40,12,70,431
2716178,40,12,70,227
35716160,40,12,70,413
14115607,41,20,77,820
14115607,41,20,77,853
14600464,42,11,72,565
39054226,42,11,72,290
13873051,42,11,72,308
16719959,43,28,70,1239
26519556,43,28,70,1251
36564789,43,28,70,978
30064165,43,28,70,1030
26519556,43,28,70,1308
19430828,44,18,77,290
32687386,44,18,77,592
14837588,45,21,100,616
14818681,45,21,100,532
15706689,46,10,70,364
44321624,46,10,70,335
15380582,47,15,73,908
30777927,47,15,73,919
12549728,47,15,73,649
11778307,47,15,73,596
4361601,47,15,73,487
8908842,47,15,73,780
15380582,48,10,76,421
12073839,48,10,76,417
10311630,48,10,76,387
24684333,48,10,76,417
28841972,48,10,76,283
11461304,48,10,76,390
15482298,48,10,76,488
19631409,49,11,70,213
28636416,49,11,70,497
28636416,49,11,70,497
1770776,49,11,70,296
23930630,49,11,70,349
26116508,49,11,70,225
19264463,49,11,70,189
6283401,49,11,70,181
7062789,49,11,70,288
51570268,49,11,70,396
23387280,49,11,70,301
8236496,49,11,70,603
13555668,49,11,70,340
50984267,49,11,70,704
4775487,49,11,70,468
23468374,49,11,70,432
6595669,49,11,70,500
16137656,49,11,70,567
13247657,49,11,70,488
2580659,49,11,70,718
14155471,49,11,70,229
826390,49,11,70,329
12343179,49,11,70,352
14562258,49,11,70,289
10099308,49,11,70,529
25129873,49,11,70,330
49600911,49,11,70,334
29512300,49,11,70,281
29350380,49,11,70,359
46736379,49,11,70,477
43654722,49,11,70,728
10147094,49,11,70,318
33940571,49,11,70,466
1755414,49,11,70,509
33129023,49,11,70,377
20738542,49,11,70,442
3701122,49,11,70,540
25129873,49,11,70,367
30660950,49,11,70,446
29512300,49,11,70,375
5767175,49,11,70,261
10333257,49,11,70,339
13372775,49,11,70,315
18009483,49,11,70,372
10248952,49,11,70,422
12927425,49,11,70,343
16123763,50,10,80,379
30577431,50,10,80,329
18027398,51,15,86,263
18027398,51,15,86,277
17554512,52,11,72,309
5936231,52,11,72,382
14125631,53,16,70,545
13412456,53,16,70,448
13412456,53,16,70,381
20250789,54,11,72,234
2966965,54,11,72,179
20832995,55,11,70,759
14873156,55,11,70,465
43530791,55,11,70,582
33081519,55,11,70,575
3688925,55,11,70,615
3688925,55,11,70,622
24250280,55,11,70,928
38941249,55,11,70,522
39046441,55,11,70,587
29464522,55,11,70,570
33358262,55,11,70,532
37817827,55,11,70,500
30028413,55,11,70,382
42961897,55,11,70,598
33678589,55,11,70,1067
30512294,55,11,70,605
29829645,55,11,70,541
33417618,55,11,70,543
30678627,55,11,70,597
40897423,55,11,70,1040
44983104,55,11,70,764
38672658,55,11,70,686
51930626,55,11,70,615
26772033,55,11,70,808
30055743,55,11,70,499
31774659,55,11,70,698
39679277,55,11,70,506
30678627,55,11,70,1056
30416840,55,11,70,904
24987801,55,11,70,759
37845735,55,11,70,1037
19423063,55,11,70,916
51206545,55,11,70,585
23132571,55,11,70,547
24706964,55,11,70,555
32106586,55,11,70,1176
19881980,55,11,70,1070
23508278,55,11,70,822
47960182,55,11,70,745
37788954,55,11,70,853
15715578,56,13,76,317
28871709,56,13,76,366
14824806,57,19,85,510
14824806,57,19,85,406
14824806,58,10,70,267
24375696,58,10,70,193
50582818,58,10,70,301
12965862,58,10,70,254
14301150,59,14,85,309
14301150,59,14,85,291
14442299,60,12,83,211
23144596,60,12,83,346
16592898,61,18,94,491
16615992,61,18,94,565
17601803,62,10,90,140
17601803,62,10,90,143
20422120,63,12,75,212
3846326,63,12,75,251
14863297,64,18,70,802
36380274,64,18,70,725
14702764,65,12,91,557
14562153,65,12,91,558
20600849,66,38,97,1572
20600849,66,38,97,1521
17334229,67,11,72,210
49888948,67,11,72,276
20418124,68,13,76,484
11674564,68,13,76,849
31938220,68,13,76,929
20165259,68,13,76,925
34746835,68,13,76,825
11656302,68,13,76,1021
30294243,68,13,76,825
17970223,69,12,75,443
24645756,69,12,75,376
17970223,70,13,71,506
32251895,70,13,71,610
14977663,70,13,71,555
29290526,70,13,71,579
20723162,71,23,79,196
20723162,71,23,79,228
15728416,72,17,76,708
13805541,72,17,76,734
19172896,73,10,70,577
31536952,73,10,70,585
16122999,74,10,70,272
16040651,74,10,70,259
20436661,75,11,72,202
48309145,75,11,72,248
41436533,75,11,72,242
40912280,75,11,72,240
21613098,75,11,72,295
40003450,75,11,72,298
11121525,75,11,72,264
29690215,75,11,72,193
17436634,75,11,72,264
10394439,75,11,72,371
33091987,75,11,72,210
51003001,75,11,72,203
13016060,75,11,72,271
42964748,75,11,72,484
47428441,75,11,72,293
12878447,75,11,72,321
36470773,75,11,72,170
30720573,75,11,72,296
36470773,75,11,72,160
17436106,75,11,72,343
29803724,75,11,72,265
17460135,75,11,72,318
21806956,75,11,72,314
29964555,75,11,72,210
13638289,75,11,72,302
16493054,75,11,72,382
23064820,75,11,72,309
36485487,75,11,72,249
16213282,76,14,71,270
35099609,76,14,71,462
16138837,76,14,71,401
16778276,77,12,91,267
16778276,77,12,91,316
16778276,78,17,100,775
16778276,78,17,100,772
17809801,79,11,100,593
17809801,79,11,100,558
20521450,80,17,70,782
30102104,80,17,70,648
20521450,81,10,90,508
20658641,81,10,90,542
20564933,82,12,91,230
20564933,82,12,91,222
15880096,83,14,73,283
3795502,83,14,73,651
15917620,84,11,72,331
40823981,84,11,72,344
15337409,85,10,70,346
7461901,85,10,70,276
17584345,86,22,70,765
2932791,86,22,70,704
36511372,86,22,70,545
13680333,86,22,70,1155
19893230,86,22,70,623
13590627,86,22,70,772
8394124,86,22,70,916
47827851,86,22,70,1259
48610496,86,22,70,1145
47813917,86,22,70,1379
24599518,86,22,70,1489
5561923,86,22,70,1076
17864896,87,13,85,406
17864896,87,13,85,368
17864896,88,10,70,328
34995661,88,10,70,262
40676402,88,10,70,395
7299055,88,10,70,223
11991276,88,10,70,303
32634745,88,10,70,451
27294527,88,10,70,309
5652772,88,10,70,119
39933315,88,10,70,441
20658790,88,10,70,327
2772303,88,10,70,282
37710040,88,10,70,195
22360258,88,10,70,300
2772303,88,10,70,250
40161243,88,10,70,360
14304804,88,10,70,269
16360782,88,10,70,463
19666387,88,10,70,394
8255738,88,10,70,209
2772303,88,10,70,282
8255738,88,10,70,231
7734277,88,10,70,362
17619636,88,10,70,429
33301708,88,10,70,389
2772303,88,10,70,250
37710040,88,10,70,179
51531704,88,10,70,674
14514772,89,17,70,233
34607448,89,17,70,494
30693204,89,17,70,674
29565348,89,17,70,297
17100198,90,13,71,436
9149009,90,13,71,505
28712825,90,13,71,494
24520620,90,13,71,439
14197740,91,22,90,983
14197740,91,22,90,959
17620752,92,16,71,452
17620752,92,16,71,402
44244469,92,16,71,351
16091704,92,16,71,545
18944998,92,16,71,452
36447672,92,16,71,452
16149778,92,16,71,438
44244469,92,16,71,304
36727713,92,16,71,498
31215695,92,16,71,375
36447672,92,16,71,434
32730653,92,16,71,209
33122962,92,16,71,244
17904368,92,16,71,466
49195106,92,16,71,556
17904368,92,16,71,428
16158663,93,19,78,394
23524001,93,19,78,307
17375308,94,11,100,495
3657785,94,11,100,545
16861463,95,10,70,292
16365575,95,10,70,245
16862500,96,17,70,193
44519673,96,17,70,910
9030233,96,17,70,521
30352154,96,17,70,455
15452143,96,17,70,913
17463295,97,12,100,403
17463295,97,12,100,407
17904368,98,10,75,326
16091704,98,10,75,480
19725772,98,10,75,386
29775984,98,10,75,396
17809789,98,10,75,412
17661084,98,10,75,413
32400555,98,10,75,306
17904368,98,10,75,326
31829895,98,10,75,342
39679800,98,10,75,405
14632258,99,13,70,411
47028522,99,13,70,580
51879368,99,13,70,388
51476624,99,13,70,527
50827996,99,13,70,438
49117229,99,13,70,343
42066627,99,13,70,340
37920430,99,13,70,316
5854791,99,13,70,435
30315281,99,13,70,285
31455538,99,13,70,346
31851525,99,13,70,695
14632258,99,13,70,407
6878703,99,13,70,291
41012302,99,13,70,272
33517315,99,13,70,314
26199617,99,13,70,261
15482298,100,11,72,566
15482298,100,11,72,563
18526608,101,12,75,345
5707963,101,12,75,415
16084926,102,11,72,300
27286806,102,11,72,182
1116134,102,11,72,268
49292555,102,11,72,295
7678003,102,11,72,247
29733376,102,11,72,330
6013133,102,11,72,217
21760328,102,11,72,238
7678003,102,11,72,247
15469237,102,11,72,299
17034661,102,11,72,241
7678003,102,11,72,329
8632857,102,11,72,238
20208195,102,11,72,237
6997604,102,11,72,230
24454822,102,11,72,329
25348874,102,11,72,397
33292530,102,11,72,244
20208195,102,11,72,269
22449967,102,11,72,260
16129903,102,11,72,258
5841665,102,11,72,300
5841665,102,11,72,234
23057997,102,11,72,274
43675749,102,11,72,395
24405118,102,11,72,230
12850461,102,11,72,168
16114233,103,14,71,312
7624001,103,14,71,468
18359359,104,15,73,513
1574089,104,15,73,385
14992667,105,11,75,231
12128024,105,11,75,210
14992667,106,13,92,278
12696803,106,13,92,242
20641889,107,13,76,388
23475157,107,13,76,311
9118151,107,13,76,341
14501907,108,26,71,764
33244442,108,26,71,1348
22446824,108,26,71,1032
24080047,108,26,71,1314
9179297,108,26,71,1532
12945537,108,26,71,1227
14237069,109,10,90,290
14237069,109,10,90,355
16601835,110,11,90,296
24770444,110,11,90,199
15154512,111,10,70,277
