PostId,ClassType,NoOfLines,Similarity,CodeChar
39448255,1,11,70,489
12252426,1,11,70,488
11561287,1,11,70,368
25591324,1,11,70,298
21541991,1,11,70,474
26323586,1,11,70,647
3800142,1,11,70,492
16327702,1,11,70,402
28330906,1,11,70,480
18522219,1,11,70,515
10572934,1,11,70,584
31760329,1,11,70,222
24104574,1,11,70,332
20910216,1,11,70,248
27588154,1,11,70,267
32102707,1,11,70,318
18776982,1,11,70,235
36969378,1,11,70,371
20639170,1,11,70,265
29530127,1,11,70,310
18637977,1,11,70,331
18637977,1,11,70,451
51089985,1,11,70,386
16777742,1,11,70,497
24365440,1,11,70,293
47224536,1,11,70,759
24790864,1,11,70,229
51352309,1,11,70,375
23686022,1,11,70,337
24790864,1,11,70,233
22976486,1,11,70,297
21146651,1,11,70,289
22962632,1,11,70,308
32191868,1,11,70,375
29941093,1,11,70,317
32191868,1,11,70,429
9838677,1,11,70,224
24222937,1,11,70,377
33869151,1,11,70,306
28780755,1,11,70,212
37570777,1,11,70,284
21546540,1,11,70,407
5066866,1,11,70,268
36652218,1,11,70,272
32771412,1,11,70,317
24202236,1,11,70,324
52281777,1,11,70,223
16992731,1,11,70,353
11582625,1,11,70,295
30624367,1,11,70,333
23029668,1,11,70,301
41975776,1,11,70,403
8236627,1,11,70,332
5066866,1,11,70,268
17596436,1,11,70,274
19926657,1,11,70,294
51460652,1,11,70,594
35641229,1,11,70,471
14302180,1,11,70,261
20745357,1,11,70,327
12375276,1,11,70,476
14593678,1,11,70,372
16163964,1,11,70,382
29745778,1,11,70,351
16582407,1,11,70,625
13764858,1,11,70,446
40832342,1,11,70,470
12962538,1,11,70,465
17000520,1,11,70,243
1769122,1,11,70,296
19278308,1,11,70,462
45338333,1,11,70,630
48494612,1,11,70,233
21903605,1,11,70,285
47224536,1,11,70,368
21769727,1,11,70,245
46958600,1,11,70,261
22712564,1,11,70,199
10109302,1,11,70,261
42179562,1,11,70,270
20866021,1,11,70,335
23301701,1,11,70,443
4951560,1,11,70,324
31953319,1,11,70,336
38508966,1,11,70,272
34499793,1,11,70,270
9836496,1,11,70,289
50876616,1,11,70,296
52728932,1,11,70,493
23457411,1,11,70,375
8555373,1,11,70,225
34929578,1,11,70,416
12104833,1,11,70,334
27145608,1,11,70,257
45712785,1,11,70,317
5148995,1,11,70,352
33359089,1,11,70,359
36652218,1,11,70,335
29746517,1,11,70,295
31817851,1,11,70,340
23130898,1,11,70,230
52832144,1,11,70,405
52832144,1,11,70,393
34954601,1,11,70,568
18181306,1,11,70,252
12227171,1,11,70,351
47497230,1,11,70,381
47071102,1,11,70,223
34917586,1,11,70,395
13145509,1,11,70,285
38233238,1,11,70,285
36452757,1,11,70,345
28747066,1,11,70,285
5667420,1,11,70,309
35860028,1,11,70,341
20482225,1,11,70,281
20482225,1,11,70,277
20482225,1,11,70,279
20482225,1,11,70,275
20482225,1,11,70,279
20482225,1,11,70,275
15803003,1,11,70,282
6081103,1,11,70,338
38677165,1,11,70,403
44613762,1,11,70,323
51943125,1,11,70,265
10069985,1,11,70,273
28345238,1,11,70,347
8385636,1,11,70,283
29065729,1,11,70,221
24020593,1,11,70,218
25828633,1,11,70,219
14439109,1,11,70,383
18304715,1,11,70,201
30930967,1,11,70,320
20931464,1,11,70,388
49447649,1,11,70,363
27071351,1,11,70,326
50082047,1,11,70,313
16903633,1,11,70,446
28774323,1,11,70,372
28774323,1,11,70,398
33248269,1,11,70,329
31197521,1,11,70,323
17043681,1,11,70,407
49292555,1,11,70,383
7793737,1,11,70,408
14280631,1,11,70,230
26184532,1,11,70,344
32632155,1,11,70,273
50169248,1,11,70,436
39057762,1,11,70,458
40638069,1,11,70,515
13844390,1,11,70,314
51130976,1,11,70,305
48836929,1,11,70,277
29342659,1,11,70,486
52641585,1,11,70,528
24324066,1,11,70,216
33560408,1,11,70,264
27836533,1,11,70,193
34272921,1,11,70,317
50080957,1,11,70,360
50080957,1,11,70,292
3517517,1,11,70,161
3517722,1,11,70,161
11120395,1,11,70,201
47570368,1,11,70,387
35057166,1,11,70,290
24995141,1,11,70,231
30525371,1,11,70,244
14949671,1,11,70,360
20178041,1,11,70,430
41130849,1,11,70,386
13814802,1,11,70,419
32118131,1,11,70,244
19138898,1,11,70,186
33492368,1,11,70,233
40470036,1,11,70,258
22519317,1,11,70,216
46169229,1,11,70,241
2016511,1,11,70,262
5758768,1,11,70,331
21865095,1,11,70,247
32915932,1,11,70,280
13148001,1,11,70,312
6039994,1,11,70,326
6785319,1,11,70,329
14264160,1,11,70,415
2292917,1,11,70,145
35260046,1,11,70,306
35180914,1,11,70,378
38675767,1,11,70,247
31294408,1,11,70,268
27119254,1,11,70,310
31740380,1,11,70,369
34616914,1,11,70,509
33911978,1,11,70,315
33911978,1,11,70,317
53019547,1,11,70,170
24151636,1,11,70,348
29166753,1,11,70,273
21698695,1,11,70,545
37059429,1,11,70,248
24151636,1,11,70,310
254351,1,11,70,218
22070050,1,11,70,238
22325138,1,11,70,373
30328168,1,11,70,300
50787100,1,11,70,364
17628414,1,11,70,563
49224708,1,11,70,289
1328271,1,11,70,382
15968276,1,11,70,246
22731462,1,11,70,382
30370678,1,11,70,264
8982844,1,11,70,399
26128631,1,11,70,827
39510849,1,11,70,487
21286831,1,11,70,331
22992492,1,11,70,255
8203926,1,11,70,375
30096396,1,11,70,334
5714229,1,11,70,535
9791983,1,11,70,609
9177796,1,11,70,426
23226116,1,11,70,528
22794326,1,11,70,935
21858063,1,11,70,312
19228610,1,11,70,359
38372571,1,11,70,469
5201228,1,11,70,278
8019783,1,11,70,320
33354536,1,11,70,330
23793885,1,11,70,444
27134058,1,11,70,710
10359883,1,11,70,421
6681049,1,11,70,333
10831722,1,11,70,449
11978966,1,11,70,299
27846173,1,11,70,477
40564450,1,11,70,571
9170140,1,11,70,211
53350223,1,11,70,393
20475759,1,11,70,351
27388940,1,11,70,200
45831541,1,11,70,324
9229716,1,11,70,236
21949185,1,11,70,308
31998027,1,11,70,366
31998027,1,11,70,366
31998027,1,11,70,367
14428917,1,11,70,558
31303630,1,11,70,358
49205194,1,11,70,338
38035265,1,11,70,719
32006612,1,11,70,229
8780233,1,11,70,284
14618742,1,11,70,220
14302180,1,11,70,288
48777502,1,11,70,503
1977979,1,11,70,258
28968490,1,11,70,205
31642303,1,11,70,361
28655279,1,11,70,154
12923625,1,11,70,225
22498463,1,11,70,331
31667471,1,11,70,410
27780756,1,11,70,368
19226104,1,11,70,380
19226104,1,11,70,380
40467207,1,11,70,401
36320709,1,11,70,244
32111615,1,11,70,526
30209685,1,11,70,565
3006923,1,11,70,239
12343524,1,11,70,379
48164637,1,11,70,363
15605038,1,11,70,435
6541198,1,11,70,274
8675482,1,11,70,306
27618082,1,11,70,335
19769519,1,11,70,258
10589828,1,11,70,211
28249102,1,11,70,386
27173966,1,11,70,403
40053468,1,11,70,294
40064814,1,11,70,294
17672886,1,11,70,384
8976874,1,11,70,409
9177182,1,11,70,470
3046533,1,11,70,479
41062918,1,11,70,763
33236929,1,11,70,317
27209814,1,11,70,253
29102331,1,11,70,314
35960831,1,11,70,384
27657399,1,11,70,342
22306637,1,11,70,347
47154717,1,11,70,407
41263911,1,11,70,277
23523967,1,11,70,328
52138434,1,11,70,608
52147674,1,11,70,437
13425220,1,11,70,271
23523967,1,11,70,328
24222976,1,11,70,429
26310545,1,11,70,270
30096491,1,11,70,387
37776741,1,11,70,252
30632055,1,11,70,290
20866021,1,11,70,404
9594341,1,11,70,304
24664664,1,11,70,249
30806157,1,11,70,372
26543703,1,11,70,270
27327860,1,11,70,374
34749224,1,11,70,456
16554783,1,11,70,247
50570542,1,11,70,321
50252205,1,11,70,370
28972728,1,11,70,369
10573931,1,11,70,489
30361149,1,11,70,251
34977621,1,11,70,184
19344995,1,11,70,330
8678658,1,11,70,337
25959104,1,11,70,329
14247120,1,11,70,276
24063426,1,11,70,340
41393525,1,11,70,372
9018159,1,11,70,285
30360824,1,11,70,229
24570841,1,11,70,319
40750712,1,11,70,371
7672629,1,11,70,572
6805168,1,11,70,293
47590375,1,11,70,454
45303407,1,11,70,310
31529317,1,11,70,416
11889847,1,11,70,325
45308126,1,11,70,444
28944233,1,11,70,463
45320906,1,11,70,310
29303821,1,11,70,351
39440801,1,11,70,442
2511665,1,11,70,228
12450230,1,11,70,254
14195071,1,11,70,317
22507670,1,11,70,304
18892173,1,11,70,486
48951611,1,11,70,367
13226164,1,11,70,492
19616912,1,11,70,238
38101582,1,11,70,295
19590928,1,11,70,205
45148679,1,11,70,177
28166429,1,11,70,348
17275259,1,11,70,264
24633241,1,11,70,308
24807952,1,11,70,265
12586186,1,11,70,304
23184403,1,11,70,357
44556251,1,11,70,474
25607272,1,11,70,367
44556251,1,11,70,490
44556251,1,11,70,449
44556251,1,11,70,472
3972976,1,11,70,411
48476329,1,11,70,222
8702960,1,11,70,214
18937979,1,11,70,406
10218883,1,11,70,340
27312897,1,11,70,391
43779519,1,11,70,464
42033465,1,11,70,550
53946513,1,11,70,364
36210291,1,11,70,262
31563261,1,11,70,397
37177343,1,11,70,376
24145253,1,11,70,341
17964303,1,11,70,259
7151217,1,11,70,343
34985200,1,11,70,372
15875013,1,11,70,452
17654536,1,11,70,381
8772962,1,11,70,328
51764518,1,11,70,300
43147501,1,11,70,359
32251416,1,11,70,315
50036394,1,11,70,234
45704092,1,11,70,240
20006736,1,11,70,295
13250043,1,11,70,420
14439109,1,11,70,357
1574089,1,11,70,303
45926304,1,11,70,313
20627284,1,11,70,286
22262207,1,11,70,171
3984320,1,11,70,158
40308775,1,11,70,268
45209396,1,11,70,405
18430202,1,11,70,231
49088051,1,11,70,307
8897520,1,11,70,157
33602611,1,11,70,265
8907929,1,11,70,307
51258744,1,11,70,332
17377641,1,11,70,366
28472061,1,11,70,230
36968815,1,11,70,315
41030053,1,11,70,285
7150624,1,11,70,1422
18468435,1,11,70,322
15722973,1,11,70,351
17377641,1,11,70,260
37972340,1,11,70,219
32335725,1,11,70,277
37972340,1,11,70,236
33662933,1,11,70,349
20893236,1,11,70,281
20893236,1,11,70,350
32280764,1,11,70,202
50075621,1,11,70,577
26389860,1,11,70,353
53861445,1,11,70,330
29313961,1,11,70,212
32280764,1,11,70,201
19954011,1,11,70,329
3952696,1,11,70,355
13374595,1,11,70,348
26487777,1,11,70,320
19959084,1,11,70,273
14472340,1,11,70,310
26323586,1,11,70,241
45615413,1,11,70,285
11231008,1,11,70,258
9594341,1,11,70,432
52610887,1,11,70,481
48113078,1,11,70,738
35057166,1,11,70,320
20170986,1,11,70,363
45881463,1,11,70,408
37590314,1,11,70,446
30525371,1,11,70,248
52025918,1,11,70,741
30104567,1,11,70,566
6780756,1,11,70,318
45034963,1,11,70,415
16340912,1,11,70,257
16286742,1,11,70,378
16340912,1,11,70,265
32290278,1,11,70,390
16340912,1,11,70,252
43178086,1,11,70,281
6158148,1,11,70,378
9284450,1,11,70,268
31125109,1,11,70,275
41608074,1,11,70,278
23056083,1,11,70,412
11796371,1,11,70,268
35843250,1,11,70,315
51321282,1,11,70,358
30012295,1,11,70,331
15123450,1,11,70,520
7286808,1,11,70,352
44073612,1,11,70,552
30302112,1,11,70,415
38549846,1,11,70,303
33033384,1,11,70,503
13546647,1,11,70,248
7175727,1,11,70,348
33125446,1,11,70,273
11933089,1,11,70,311
33919591,1,11,70,315
23020328,1,11,70,291
44659067,1,11,70,258
34697830,1,11,70,313
21407605,1,11,70,358
32117135,1,11,70,295
45881463,1,11,70,374
31423764,1,11,70,437
7645135,1,11,70,317
26638038,1,11,70,330
40567283,1,11,70,437
32426674,1,11,70,341
36459920,1,11,70,368
36459920,1,11,70,364
49231040,1,11,70,367
12887485,1,11,70,426
10069985,1,11,70,295
32915932,1,11,70,318
10167450,1,11,70,241
38106294,1,11,70,404
42276754,1,11,70,197
17049746,1,11,70,254
16532984,1,11,70,224
18671329,1,11,70,455
16125847,1,11,70,334
46382614,1,11,70,382
36216202,1,11,70,269
20075572,1,11,70,584
11825325,1,11,70,388
19303288,1,11,70,372
36872139,1,11,70,215
18259790,1,11,70,316
22325138,1,11,70,532
45767964,1,11,70,363
17392864,1,11,70,505
567068,1,11,70,307
11671801,1,11,70,307
32316285,1,11,70,418
26496437,1,11,70,340
50827409,1,11,70,281
34891806,1,11,70,495
254441,1,11,70,221
34449080,1,11,70,324
29653919,1,11,70,152
17948416,1,11,70,187
21067559,1,11,70,358
17948416,1,11,70,192
21286831,1,11,70,293
30686489,1,11,70,565
10388603,1,11,70,333
38649374,1,11,70,451
2856964,1,11,70,276
12035316,1,11,70,275
14837588,1,11,70,350
33633000,1,11,70,641
14818681,1,11,70,307
26407406,1,11,70,369
49257708,1,11,70,510
11978966,1,11,70,290
31759254,1,11,70,225
13402094,1,11,70,202
8200547,1,11,70,282
669615,1,11,70,212
41321239,1,11,70,452
33670475,1,11,70,439
16146219,1,11,70,358
38497248,1,11,70,523
28655279,1,11,70,195
4249804,1,11,70,289
18755318,1,11,70,228
20944679,1,11,70,353
7156692,1,11,70,279
12093073,1,11,70,114
25552094,1,11,70,317
16879734,1,11,70,279
1074081,1,11,70,371
30836857,1,11,70,420
41766816,1,11,70,468
5552117,1,11,70,270
36528668,1,11,70,391
4092914,1,11,70,352
27911579,1,11,70,563
12735815,1,11,70,469
2462861,1,11,70,355
4921286,1,11,70,338
26520608,1,11,70,345
48496544,1,11,70,422
35961591,1,11,70,499
30709163,1,11,70,374
18332627,1,11,70,607
12087969,1,11,70,314
22306637,1,11,70,325
35426496,1,11,70,414
38635816,1,11,70,314
29840394,1,11,70,504
37758010,1,11,70,374
46474840,1,11,70,350
17645613,1,11,70,299
43150987,1,11,70,282
28838973,1,11,70,251
22275562,1,11,70,458
3813175,1,11,70,386
31064498,1,11,70,321
8454647,1,11,70,291
8454647,1,11,70,310
10808610,1,11,70,350
20713086,1,11,70,330
39434445,1,11,70,191
46958600,1,11,70,343
49476369,1,11,70,332
19521867,1,11,70,399
10986784,1,11,70,289
22150580,1,11,70,294
36666091,1,11,70,445
42602697,1,11,70,262
41128735,1,11,70,406
35200756,1,11,70,523
14939387,1,11,70,272
3308541,1,11,70,237
35673607,1,11,70,196
2187464,1,11,70,233
21805435,1,11,70,594
12657192,1,11,70,319
37694015,1,11,70,717
26847457,1,11,70,470
33414870,1,11,70,362
17456529,1,11,70,351
31425090,1,11,70,285
23934095,1,11,70,462
31342736,1,11,70,608
27337222,1,11,70,332
12957096,1,11,70,233
42175761,1,11,70,282
42811357,1,11,70,356
53158408,1,11,70,534
23293534,1,11,70,357
48267188,1,11,70,253
29266986,1,11,70,368
45344655,1,11,70,620
45515671,1,11,70,395
32139350,1,11,70,290
44021830,1,11,70,364
8016936,1,11,70,517
17654536,1,11,70,1111
30191653,1,11,70,256
2619549,1,11,70,434
34325303,1,11,70,159
20299108,1,11,70,377
13903439,1,11,70,487
50305851,1,11,70,310
20299108,1,11,70,320
47385159,1,11,70,471
29192011,1,11,70,197
13223996,1,11,70,206
29192011,1,11,70,209
33670475,1,11,70,584
46273109,1,11,70,563
31280779,1,11,70,264
25949977,1,11,70,524
31439524,1,11,70,246
36968815,1,11,70,245
8483583,1,11,70,175
23447682,1,11,70,418
8483583,1,11,70,175
43327140,1,11,70,356
33784245,1,11,70,345
26150035,1,11,70,321
29873763,1,11,70,424
18468435,1,11,70,340
26534038,1,11,70,241
23378802,1,11,70,234
13828025,1,11,70,190
21341971,1,11,70,197
13773710,1,11,70,281
20111475,1,11,70,290
41774574,1,11,70,209
20111475,1,11,70,273
23378802,1,11,70,231
20111475,1,11,70,297
23378802,1,11,70,230
33577452,1,11,70,200
5683977,1,11,70,357
12881919,1,11,70,249
37308368,1,11,70,276
33135943,1,11,70,368
33833892,1,11,70,287
33833892,1,11,70,310
9369368,1,11,70,281
8260273,1,11,70,276
28797943,1,11,70,864
6811721,1,11,70,375
12111210,1,11,70,379
27632511,1,11,70,326
4323136,1,11,70,360
43724235,1,11,70,347
42274162,1,11,70,533
16340912,1,11,70,232
41958628,1,11,70,333
2699754,1,11,70,302
45745849,1,11,70,412
30956680,1,11,70,460
41462845,1,11,70,496
30955826,1,11,70,460
36632020,1,11,70,376
22386675,1,11,70,445
13114272,1,11,70,274
1312812,1,11,70,209
27456484,1,11,70,232
52464046,1,11,70,322
15372756,1,11,70,292
3762070,1,11,70,260
9760312,1,11,70,192
26306577,1,11,70,352
13035334,1,11,70,299
25874942,1,11,70,313
38158559,1,11,70,642
32705510,1,11,70,278
32632155,1,11,70,277
25873185,1,11,70,308
32960245,1,11,70,370
35959054,1,11,70,405
24324066,1,11,70,313
24421599,1,11,70,313
26922554,1,11,70,389
47156529,1,11,70,431
36158847,1,11,70,321
40095785,1,11,70,326
43969177,1,11,70,265
31423764,1,11,70,370
7645135,1,11,70,313
41663210,1,11,70,296
21481693,1,11,70,306
10354103,1,11,70,213
4238868,1,11,70,314
47442973,1,11,70,504
38437811,1,11,70,280
23546426,1,11,70,248
33366674,1,11,70,383
42164135,1,11,70,316
24715921,1,11,70,721
32563450,1,11,70,258
48563867,1,11,70,339
44812976,1,11,70,536
27229579,1,11,70,190
21434881,1,11,70,296
22971088,1,11,70,398
52153941,1,11,70,223
33721071,1,11,70,441
11671801,1,11,70,371
17392864,1,11,70,614
567068,1,11,70,371
41735041,1,11,70,568
9881814,1,11,70,346
7996801,1,11,70,374
45364060,1,11,70,500
40017190,1,11,70,668
26638038,1,11,70,361
16405227,1,11,70,343
31449819,1,11,70,520
32656028,1,11,70,220
46273109,1,11,70,364
32615872,1,11,70,231
19054879,1,11,70,368
21192527,1,11,70,289
21418173,1,11,70,215
20264479,1,11,70,218
38999717,1,11,70,346
25116411,1,11,70,464
12199142,1,11,70,242
38537080,1,11,70,410
48643365,1,11,70,428
20159390,1,11,70,426
31100288,1,11,70,452
9467759,1,11,70,265
42737537,1,11,70,477
25588782,1,11,70,368
38960921,1,11,70,357
31952303,1,11,70,345
38605253,1,11,70,406
4748426,1,11,70,217
20300954,1,11,70,184
30058842,1,11,70,810
7518111,1,11,70,298
39101761,1,11,70,372
8506425,1,11,70,558
31638869,1,11,70,515
29199826,1,11,70,338
34665121,1,11,70,412
25995054,1,11,70,396
48461236,1,11,70,541
37136703,1,11,70,403
35929691,1,11,70,501
37136703,1,11,70,491
39430187,1,11,70,610
22564895,1,11,70,593
42518637,1,11,70,449
43425860,1,11,70,504
43085436,1,11,70,559
29776075,1,11,70,501
36680630,1,11,70,446
31110275,1,11,70,679
43439716,1,11,70,462
31110275,1,11,70,686
14962336,1,11,70,371
51792313,1,11,70,470
33037092,1,11,70,471
11214542,1,11,70,505
9143056,1,11,70,326
9328423,1,11,70,314
30378923,1,11,70,445
31473557,1,11,70,441
33009788,1,11,70,522
43497512,1,11,70,449
45173824,1,11,70,409
39926823,1,11,70,483
45721493,1,11,70,434
43258139,1,11,70,287
6439903,1,11,70,538
34216419,1,11,70,292
31338509,1,11,70,431
5890220,1,11,70,314
10902816,1,11,70,335
21143996,1,11,70,281
43628187,1,11,70,272
48463024,1,11,70,343
9088486,1,11,70,272
31418842,1,11,70,298
51222322,1,11,70,564
44613762,1,11,70,378
13223996,1,11,70,361
4526989,1,11,70,194
11781995,1,11,70,247
5255658,1,11,70,217
25787831,1,11,70,224
48634809,1,11,70,196
20052307,1,11,70,282
27304602,1,11,70,222
45761582,1,11,70,301
34118124,1,11,70,291
8822372,1,11,70,295
25351490,1,11,70,247
25351490,1,11,70,246
11701318,1,11,70,489
25351490,1,11,70,241
7227882,1,11,70,226
53271703,1,11,70,175
27304602,1,11,70,251
20653400,1,11,70,325
9572064,1,11,70,163
30757564,1,11,70,220
52025918,1,11,70,745
16507977,1,11,70,317
47974521,1,11,70,509
30198620,1,11,70,296
25683803,1,11,70,375
14415669,1,11,70,463
13094134,1,11,70,282
15731419,1,11,70,305
12182042,1,11,70,204
3549302,1,11,70,441
31646828,1,11,70,545
23945433,1,11,70,449
17939129,1,11,70,221
22392671,1,11,70,249
10525555,1,11,70,404
22453727,1,11,70,281
47335056,1,11,70,442
1288696,1,11,70,239
3303762,1,11,70,261
28259304,1,11,70,552
36241314,1,11,70,573
51347043,1,11,70,651
46260969,1,11,70,469
39249785,1,11,70,331
53719496,1,11,70,442
30302112,1,11,70,416
32642886,1,11,70,300
34027041,1,11,70,324
26306577,1,11,70,343
6895868,1,11,70,280
26474514,1,11,70,488
45933999,1,11,70,350
38128274,1,11,70,316
30333779,1,11,70,540
6793606,1,11,70,262
25513019,1,11,70,639
48061564,1,11,70,316
43502986,1,11,70,372
42905596,1,11,70,342
52555849,1,11,70,360
35166306,1,11,70,371
36279054,1,11,70,415
28975234,1,11,70,309
20466354,1,11,70,292
48061564,1,11,70,253
13554740,1,11,70,305
50287089,1,11,70,432
22203420,1,11,70,317
4886973,1,11,70,391
28925741,1,11,70,198
40066069,1,11,70,244
27884656,1,11,70,326
21792768,1,11,70,210
36883385,1,11,70,370
41759325,1,11,70,290
23365849,1,11,70,305
25460469,1,11,70,295
20170986,1,11,70,359
10354103,1,11,70,259
39849534,1,11,70,437
43423341,1,11,70,439
4235774,1,11,70,326
33499088,1,11,70,502
21407605,1,11,70,315
3019376,1,11,70,365
40175080,1,11,70,560
45364060,1,11,70,735
18214651,1,11,70,433
7237886,1,11,70,370
21003179,1,11,70,339
37486896,1,11,70,408
21003179,1,11,70,355
23302261,1,11,70,460
48979008,1,11,70,610
17800857,1,11,70,856
27445220,1,11,70,490
982386,1,11,70,378
41080437,1,11,70,487
30131625,1,11,70,948
30158039,1,11,70,579
8947881,1,11,70,450
31311355,1,11,70,601
7352748,1,11,70,338
41396029,1,11,70,445
3968913,1,11,70,435
37377150,1,11,70,631
20207222,1,11,70,404
31952303,1,11,70,497
31233255,1,11,70,265
53955991,1,11,70,452
51117522,1,11,70,449
30487595,1,11,70,512
36293241,1,11,70,413
11790573,1,11,70,537
46928113,1,11,70,456
45547820,1,11,70,678
23416202,1,11,70,467
15844070,1,11,70,534
8716483,1,11,70,592
42749841,1,11,70,512
2400222,1,11,70,502
42749841,1,11,70,518
50360095,1,11,70,544
9027990,1,11,70,787
48148564,1,11,70,696
23231511,1,11,70,320
19516224,1,11,70,441
19545370,1,11,70,505
29244485,1,11,70,668
33626151,1,11,70,342
32553119,1,11,70,463
14722035,1,11,70,623
45620431,1,11,70,362
42027264,1,11,70,387
2358126,1,11,70,375
27468422,1,11,70,374
26604745,1,11,70,569
6966090,1,11,70,502
24313731,1,11,70,373
33948108,1,11,70,183
50206968,1,11,70,156
25050735,1,11,70,358
11701318,1,11,70,522
11701318,1,11,70,526
21473114,1,11,70,261
44063965,1,11,70,473
36158913,1,11,70,233
16559004,1,11,70,840
30549290,1,11,70,381
26956009,1,11,70,381
8870576,1,11,70,486
23069291,1,11,70,610
12182042,1,11,70,303
32146771,1,11,70,369
25030008,1,11,70,419
3767087,1,11,70,237
31303630,1,11,70,473
17830823,1,11,70,170
9760312,1,11,70,223
41634643,1,11,70,286
41634643,1,11,70,356
17411410,1,11,70,278
9437120,1,11,70,239
13122718,1,11,70,294
30598627,1,11,70,353
22816463,1,11,70,255
33944225,1,11,70,335
53632446,1,11,70,452
48262585,1,11,70,352
16740566,1,11,70,465
52631927,1,11,70,326
31125109,1,11,70,303
48053893,1,11,70,777
1548154,1,11,70,175
28300058,1,11,70,202
359436,1,11,70,190
38915707,1,11,70,196
23058864,1,11,70,159
49456017,1,11,70,253
43471590,1,11,70,324
35546090,1,11,70,729
29502195,1,11,70,739
51750848,1,11,70,564
47519940,1,11,70,834
37104742,1,11,70,572
30145653,1,11,70,639
23783943,1,11,70,473
11670910,1,11,70,598
20844144,1,11,70,411
11163925,1,11,70,301
15781938,1,11,70,298
14369849,1,11,70,395
23793885,1,11,70,438
38073260,1,11,70,396
50411588,1,11,70,319
31528528,1,11,70,565
14761035,1,11,70,586
24977298,1,11,70,536
48769340,1,11,70,464
31316760,1,11,70,553
47990601,1,11,70,457
36550759,1,11,70,753
52314500,1,11,70,408
18662923,1,11,70,446
31771576,1,11,70,661
27911579,1,11,70,501
36422550,1,11,70,426
38145798,1,11,70,509
20443293,1,11,70,921
24741315,1,11,70,530
39886162,1,11,70,473
15825230,1,11,70,648
15785107,1,11,70,713
11052627,1,11,70,438
20940913,1,11,70,702
22972306,1,11,70,725
5953774,1,11,70,391
13318574,1,11,70,379
14000098,1,11,70,574
40944334,1,11,70,384
37308368,1,11,70,440
19535858,1,11,70,621
8894390,1,11,70,516
8368078,1,11,70,542
45170835,1,11,70,936
39867847,1,11,70,814
6192844,1,11,70,338
31846205,1,11,70,421
42395153,1,11,70,636
25614948,1,11,70,654
13150537,1,11,70,470
12592499,1,11,70,300
30699826,1,11,70,261
33231849,1,11,70,248
26390812,1,11,70,241
33569756,1,11,70,392
47741582,1,11,70,516
1134339,1,11,70,604
38372571,1,11,70,669
37580324,1,11,70,562
38019665,1,11,70,407
32080191,1,11,70,559
3196966,1,11,70,401
9931562,1,11,70,597
13841884,1,11,70,318
4053396,1,11,70,391
48016065,1,11,70,466
17783525,1,11,70,317
15308057,1,11,70,341
15271818,1,11,70,994
4361272,1,11,70,602
50570542,1,11,70,605
27648663,1,11,70,639
35449283,1,11,70,567
20658641,1,11,70,749
30131625,1,11,70,703
8382161,1,11,70,519
40582550,1,11,70,398
30219030,1,11,70,670
34222698,1,11,70,551
21930044,1,11,70,583
34674374,1,11,70,682
50967898,1,11,70,718
14609083,1,11,70,784
8368078,1,11,70,558
33917834,1,11,70,690
15164485,1,11,70,615
6939402,1,11,70,477
6939402,1,11,70,469
32290148,1,11,70,334
11419654,1,11,70,305
7764602,1,11,70,310
22234831,1,11,70,318
13133861,1,11,70,382
15016176,1,11,70,431
32974333,1,11,70,336
10127505,1,11,70,330
13540534,1,11,70,337
14107768,1,11,70,239
28743419,1,11,70,338
30647790,1,11,70,345
14056799,1,11,70,524
1795649,1,11,70,354
2275417,1,11,70,422
40403761,1,11,70,181
10755717,1,11,70,743
18482898,1,11,70,428
49727551,1,11,70,477
17420799,1,11,70,616
25222392,1,11,70,310
18473236,1,11,70,376
13372622,1,11,70,431
2897506,1,11,70,422
43400604,1,11,70,323
21714436,1,11,70,410
17377641,1,11,70,433
23461643,1,11,70,377
30204194,1,11,70,372
20926643,1,11,70,412
20977812,1,11,70,349
1724830,1,11,70,385
13782425,1,11,70,383
15309611,1,11,70,445
31793219,1,11,70,496
11009963,1,11,70,298
13837674,1,11,70,886
34475820,1,11,70,2012
20686653,1,11,70,1137
24948817,1,11,70,731
29502195,1,11,70,619
44997764,1,11,70,603
22140776,1,11,70,821
29677215,1,11,70,816
17370142,1,11,70,729
4048224,1,11,70,641
22802079,1,11,70,812
4840967,1,11,70,600
21848456,1,11,70,746
29941093,1,11,70,289
35806189,1,11,70,1401
16550872,1,11,70,712
15803854,1,11,70,851
23180528,1,11,70,650
30590031,1,11,70,446
13421094,1,11,70,412
9291836,1,11,70,365
39781903,1,11,70,468
10314684,1,11,70,330
6554855,1,11,70,334
30328871,1,11,70,343
30328871,1,11,70,343
25775510,1,11,70,335
13460705,1,11,70,438
1722864,1,11,70,480
52759203,1,11,70,310
31552958,1,11,70,316
37234143,1,11,70,376
12696441,1,11,70,236
7517688,1,11,70,339
602749,1,11,70,363
9850566,1,11,70,238
11103427,1,11,70,380
30184529,1,11,70,446
17094794,1,11,70,246
18473236,1,11,70,370
25063150,1,11,70,341
23474223,1,11,70,312
8102213,1,11,70,483
52813674,1,11,70,391
12372473,1,11,70,448
40028,1,11,70,441
43846652,1,11,70,320
13907723,1,11,70,700
35237944,1,11,70,405
39601355,1,11,70,486
47631207,1,11,70,583
8363185,1,11,70,187
12612561,1,11,70,293
15358124,1,11,70,358
3517370,1,11,70,594
